"Genus","Species","Variety","Name","CBS","SporeType","SporeName","SporeDim1_min2","SporeDim1_min","SporeDim1_max","SporeDim1_max2","SporeDim2_min2","SporeDim2_min","SporeDim2_max","SporeDim2_max2","Spore_units","SporeArea","Diameter1","Diameter2","Diam_units","ColonyArea","Comments","Growing_days","Temperature","Media","ColonyComments","Phylum"
"Coniothryium","cerealis","","Coniothryium cerealis","","asexual","conidia",NA,5.5,8,11,NA,1.5,2.5,NA,"um",10.6028752058656,2,2,"cm",3.14159265358979,"",10,20,"OA","","Ascomycota"
"Corynascus","sepedonium","","Corynascus sepedonium","387.65","sexual","ascospores",11,15,20,NA,NA,6,10,NA,"um",109.955742875643,4.8,7,"cm",26.3893782901543,"",6,31,"MEA","","Ascomycota"
"Corynascus","sepedonium","","Corynascus sepedonium","387.65","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,4.8,7,"cm",26.3893782901543,"",6,31,"MEA","","Ascomycota"
"Ctenomyces","serratus","","Ctenomyces serratus","187.61","sexual","ascospores",NA,3.3,3.6,NA,NA,2,2.6,NA,"um",6.23213442655875,3,5,"cm",11.7809724509617,"",14,25,"phytone yeast extract","","Ascomycota"
"Ctenomyces","serratus","","Ctenomyces serratus","187.61","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,3,5,"cm",11.7809724509617,"",14,25,"phytone yeast extract","","Ascomycota"
"Cunninghamella","echinulata","","Cunninghamella echinulata","","sexual","zygospores",NA,30,50,NA,NA,30,50,NA,"um",1256.63706143592,3,3,"cm",7.06858347057703,"",NA,NA,"MEA","","Zygomycota"
"Cunninghamella","echinulata","","Cunninghamella echinulata","","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,3,3,"cm",7.06858347057703,"",NA,NA,"MEA","","Ascomycota"
"Cunninghamella","elegans","","Cunninghamella elegans","481.66","sexual","zygospores",NA,25,55,NA,NA,25,55,NA,"um",1256.63706143592,6.6,6.6,"cm",34.2119439975928,"",3,24,"MEA","","Zygomycota"
"Cunninghamella","elegans","","Cunninghamella elegans","481.66","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,6.6,6.6,"cm",34.2119439975928,"",3,24,"MEA","","Ascomycota"
"Cylindrocarpon","candidum","","Cylindrocarpon candidum","","sexual","ascospores",NA,12,15,NA,NA,5,6,7,"um",58.3158136322605,4,4,"cm",12.5663706143592,"",14,20,"PDA","","Ascomycota"
"Cylindrocarpon","candidum","","Cylindrocarpon candidum","","asexual","conidia",NA,4,9,NA,NA,1.5,3,NA,"um",11.4864481396877,4,4,"cm",12.5663706143592,"",14,20,"PDA","","Ascomycota"
"Cylindrocarpon","destructans","","Cylindrocarpon destructans","158.31","sexual","ascospores",NA,10,13,NA,NA,3,3.5,NA,"um",29.3542563569796,3,7.2,"cm",16.9646003293849,"",10,20,"PDA","","Ascomycota"
"Cylindrocarpon","destructans","","Cylindrocarpon destructans","158.31","asexual","conidia",NA,6,10,NA,NA,3.5,4,NA,"um",23.5619449019234,3,7.2,"cm",16.9646003293849,"",10,20,"PDA","","Ascomycota"
"Cylindrocarpon","didymum","","Cylindrocarpon didymum","159.34","asexual","conidia",NA,24,34,NA,NA,4,6,NA,"um",113.88273369263,4,4,"cm",12.5663706143592,"",7,20,"PDA","","Ascomycota"
"Cylindrocarpon","obtusiusculum","","Cylindrocarpon obtusiusculum","182.36","sexual","ascospores",NA,12,15,NA,NA,3,4,NA,"um",37.1100632205294,4.5,4.5,"cm",15.9043128087983,"",7,20,"PDA","","Ascomycota"
"Cylindrocarpon","obtusiusculum","","Cylindrocarpon obtusiusculum","182.36","asexual","conidia",NA,15,35,NA,NA,3.5,4.5,NA,"um",78.5398163397448,4.5,4.5,"cm",15.9043128087983,"",7,20,"PDA","","Ascomycota"
"Cylindrocarpon","olidum","","Cylindrocarpon olidum","","asexual","conidia",NA,30,70,NA,NA,5,8,NA,"um",255.254403104171,2.5,2.5,"cm",4.90873852123405,"",7,20,"MEA","","Ascomycota"
"Cylindrocladium","scoparium","","Cylindrocladium scoparium","217.54","asexual","conidia",NA,42,50,NA,NA,3,4,5,"um",126.449104306989,3,4.2,"cm",9.89601685880785,"",7,25,NA,"","Ascomycota"
"Cylindroclaediella","parva","","Cylindroclaediella parva","874.68","asexual","conidia",NA,15,21,NA,NA,2,3,NA,"um",35.3429173528852,8,8,"cm",50.2654824574367,"",7,22.5,NA,"","Ascomycota"
"Dendryphion","nanum","","Dendryphion nanum","","asexual","conidia",NA,45,90,NA,NA,10,12.5,NA,"um",596.411730329937,2.5,2.5,"cm",4.90873852123405,"",10,20,"OA","","Ascomycota"
"Doratomyces","microsporus","","Doratomyces microsporus","209.63","asexual","conidia",NA,3,5,NA,NA,2,3,NA,"um",7.85398163397448,2.9,2.4,"cm",5.46637121724624,"",7,24,"MEA","","Ascomycota"
"Doratomyces","nanus","","Doratomyces nanus","882.68","asexual","conidia",NA,6,8.5,NA,NA,5,6,NA,"um",31.3177517654733,1.7,2.3,"cm",3.07090681888402,"",10,20.5,"MEA","","Ascomycota"
"Doratomyces","purpureofuscus","","Doratomyces purpureofuscus","523.63","asexual","conidia",NA,5,7,NA,NA,2.5,3.5,NA,"um",14.1371669411541,1,2,"cm",1.5707963267949,"",14,18,"MEA","","Ascomycota"
"Doratomyces","stemonitis","","Doratomyces stemonitis","180.35","asexual","conidia",NA,6,8.5,NA,NA,4,4.5,NA,"um",24.2000809096839,1.7,2.3,"cm",3.07090681888402,"",7,23,"MEA","","Ascomycota"
"Emericella","nidulans","","Emericella nidulans","124.59","sexual","ascospores",NA,3.8,4.5,NA,NA,3.8,4.5,NA,"um",13.5265198691126,5,6,"cm",23.5619449019234,"",14,25,"CzA","","Ascomycota"
"Emericella","nidulans","","Emericella nidulans","124.59","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,5,6,"cm",23.5619449019234,"",14,25,"CzA","","Ascomycota"
"Emericella","rugulosa","","Emericella rugulosa","133.6","sexual","ascospores",NA,4,4.4,NA,NA,4,4.4,NA,"um",13.854423602331,3,3.5,"cm",8.24668071567321,"",12,25,"CzA","","Ascomycota"
"Emericella","rugulosa","","Emericella rugulosa","133.6","asexual","conidia",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,3,3.5,"cm",8.24668071567321,"",12,25,"CzA","","Ascomycota"
"Emericellopsis","minima","","Emericellopsis minima","","sexual","ascospores",NA,4.7,6.3,NA,NA,2.4,3.8,NA,"um",13.3910386859265,5,5,"cm",19.6349540849362,"",10,24,"OA","","Ascomycota"
"Emericellopsis","minima","","Emericellopsis minima","","asexual","conidia",NA,5.5,8.5,NA,NA,1.9,2.5,NA,"um",12.0951317163207,5,5,"cm",19.6349540849362,"",10,24,"OA","","Ascomycota"
"Emericellopsis","terricola","","Emericellopsis terricola","245.7","sexual","ascospores",NA,6.3,8.5,NA,NA,4.1,5,NA,"um",26.4443561615921,4.7,4.7,"cm",17.3494454294496,"",10,24,"OA","","Ascomycota"
"Emericellopsis","terricola","","Emericellopsis terricola","245.7","asexual","conidia",NA,4.7,8,NA,NA,2.1,3.2,NA,"um",13.2162875945706,4.7,4.7,"cm",17.3494454294496,"",10,24,"OA","","Ascomycota"
"Epicoccum","nigrum","","Epicoccum nigrum","","asexual","conidia",NA,15,25,NA,NA,15,25,NA,"um",314.159265358979,6,6,"cm",28.2743338823081,"",10,20,"MEA","","Ascomycota"
"Eupenicillium","brefeldianum","","Eupenicillium brefeldianum","170.71","asexual","conidia",NA,2,3,NA,NA,1.5,2,NA,"um",3.43611696486384,3,4,"cm",9.42477796076938,"",14,24,"CzA","","Ascomycota"
