"taxon","simplified_disease","simplified_disease_1","simplified_disease_2"
"Cercospora solanacea","leaf spot","leaf_spots","leaf_spots"
"Cercospora solani","leaf spot","leaf_spots","leaf_spots"
"Cercospora solani-hirti","leaf spot","leaf_spots","leaf_spots"
"Cercospora solani-melongenae","leaf spot","leaf_spots","leaf_spots"
"Cercospora solanicola","leaf spot","leaf_spots","leaf_spots"
"Cercospora sonchi","leaf spot","leaf_spots","leaf_spots"
"Cercospora sophorae","leaf spot","leaf_spots","leaf_spots"
"Cercospora sparsa","leaf spot","leaf_spots","leaf_spots"
"Cercospora spegazzinii","leaf spot","leaf_spots","leaf_spots"
"Cercospora sphaerellae-eugeniae","leaf spot","leaf_spots","leaf_spots"
"Cercospora sphaeroidea","leaf spot","leaf_spots","leaf_spots"
"Cercospora spinosae","leaf spot","leaf_spots","leaf_spots"
"Cercospora squalidula","leaf spot","leaf_spots","leaf_spots"
"Cercospora stachytarphetae","leaf spot","leaf_spots","leaf_spots"
"Cercospora stephaniae","leaf spot","leaf_spots","leaf_spots"
"Cercospora stevensonii","leaf spot","leaf_spots","leaf_spots"
"Cercospora stillingiae","leaf spot","leaf_spots","leaf_spots"
"Cercospora stizolobii","leaf spot","leaf_spots","leaf_spots"
"Cercospora streptopi","leaf spot","leaf_spots","leaf_spots"
"Cercospora striiformis","leaf spot","leaf_spots","leaf_spots"
"Cercospora struthanthi","leaf spot","leaf_spots","leaf_spots"
"Cercospora stylosanthis","leaf spot","leaf_spots","leaf_spots"
"Cercospora subhyalina","leaf spot","leaf_spots","leaf_spots"
"Cercospora subsanguinea","leaf spot","leaf_spots","leaf_spots"
"Cercospora subsessilis","leaf spot","leaf_spots","leaf_spots"
"Cercospora sydowiana","leaf spot","leaf_spots","leaf_spots"
"Cercospora symplocarpi","leaf spot","leaf_spots","leaf_spots"
"Cercospora symploci","leaf spot","leaf_spots","leaf_spots"
"Cercospora syngoniicola","leaf spot","leaf_spots","leaf_spots"
"Cercospora tabernaemontanae","leaf spot","leaf_spots","leaf_spots"
"Cercospora taccae","leaf spot","leaf_spots","leaf_spots"
"Cercospora tageticola","leaf spot","leaf_spots","leaf_spots"
"Cercospora taihokuensis","leaf spot","leaf_spots","leaf_spots"
"Cercospora taiwanensis","leaf spot","leaf_spots","leaf_spots"
"Cercospora tandilensis","leaf spot","leaf_spots","leaf_spots"
"Cercospora tecomae-heterophyllae","leaf spot","leaf_spots","leaf_spots"
"Cercospora tectonae","leaf spot","leaf_spots","leaf_spots"
"Cercospora tectoniae","leaf spot","leaf_spots","leaf_spots"
"Cercospora tephrosiae","leaf spot","leaf_spots","leaf_spots"
"Cercospora terminaliae","leaf spot","leaf_spots","leaf_spots"
"Cercospora ternateae","leaf spot","leaf_spots","leaf_spots"
"Cercospora tessellata","leaf spot","leaf_spots","leaf_spots"
"Cercospora tetragoniae","leaf spot","leaf_spots","leaf_spots"
"Cercospora teucrii","leaf spot","leaf_spots","leaf_spots"
"Cercospora texensis","leaf spot","leaf_spots","leaf_spots"
"Cercospora thalictri","leaf spot","leaf_spots","leaf_spots"
"Cercospora thaspiicola","leaf spot","leaf_spots","leaf_spots"
"Cercospora theae","leaf spot","leaf_spots","leaf_spots"
"Cercospora thermopsidis","leaf spot","leaf_spots","leaf_spots"
"Cercospora tiglii","leaf spot","leaf_spots","leaf_spots"
"Cercospora tinea","leaf spot","leaf_spots","leaf_spots"
"Cercospora tinosporae","leaf spot","leaf_spots","leaf_spots"
"Cercospora tithoniae","leaf spot","leaf_spots","leaf_spots"
"Cercospora togashiana","leaf spot","leaf_spots","leaf_spots"
"Cercospora tomentosae","leaf spot","leaf_spots","leaf_spots"
"Cercospora torta","leaf spot","leaf_spots","leaf_spots"
"Cercospora tortipes","leaf spot","leaf_spots","leaf_spots"
"Cercospora toxicodendri","leaf spot","leaf_spots","leaf_spots"
"Cercospora tragiicola","leaf spot","leaf_spots","leaf_spots"
"Cercospora tragopogonis","leaf spot","leaf_spots","leaf_spots"
"Cercospora tremae","leaf spot","leaf_spots","leaf_spots"
"Cercospora trematicola","leaf spot","leaf_spots","leaf_spots"
"Cercospora trematis","leaf spot","leaf_spots","leaf_spots"
"Cercospora trematis-orientalis","leaf spot","leaf_spots","leaf_spots"
"Cercospora trichophila","leaf spot","leaf_spots","leaf_spots"
"Cercospora trichostemmatis","leaf spot","leaf_spots","leaf_spots"
"Cercospora trifidae","leaf spot","leaf_spots","leaf_spots"
"Cercospora tripolitana","leaf spot","leaf_spots","leaf_spots"
"Cercospora triumfettae","leaf spot","leaf_spots","leaf_spots"
"Cercospora triumfettigena","leaf spot","leaf_spots","leaf_spots"
"Cercospora tuberculans","leaf spot","leaf_spots","leaf_spots"
"Cercospora tuberosa","leaf spot","leaf_spots","leaf_spots"
"Cercospora turnerae","leaf spot","leaf_spots","leaf_spots"
"Cercospora ubi","leaf spot","leaf_spots","leaf_spots"
"Cercospora ugandensis","leaf spot","leaf_spots","leaf_spots"
"Cercospora ulmicola","leaf spot","leaf_spots","leaf_spots"
"Cercospora ulmifoliae","leaf spot","leaf_spots","leaf_spots"
"Cercospora unamunoi","leaf spot","leaf_spots","leaf_spots"
"Cercospora urariae","leaf spot","leaf_spots","leaf_spots"
"Cercospora uredinophila","leaf spot","leaf_spots","leaf_spots"
"Cercospora urostigmatis","leaf spot","leaf_spots","leaf_spots"
"Cercospora vaginae","leaf spot","leaf_spots","leaf_spots"
"Cercospora valerianae","leaf spot","leaf_spots","leaf_spots"
"Cercospora vanderystii","leaf spot","leaf_spots","leaf_spots"
"Cercospora varia","leaf spot","leaf_spots","leaf_spots"
"Cercospora vataireae","leaf spot","leaf_spots","leaf_spots"
"Cercospora velutina","leaf spot","leaf_spots","leaf_spots"
"Cercospora venezuelae","leaf spot","leaf_spots","leaf_spots"
"Cercospora venturioides","leaf spot","leaf_spots","leaf_spots"
"Cercospora verbascicola","leaf spot","leaf_spots","leaf_spots"
"Cercospora verniciferae","leaf spot","leaf_spots","leaf_spots"
"Cercospora vernoniae","leaf spot","leaf_spots","leaf_spots"
"Cercospora verruculosa","leaf spot","leaf_spots","leaf_spots"
"Cercospora vexans","leaf spot","leaf_spots","leaf_spots"
"Cercospora viburnicola","leaf spot","leaf_spots","leaf_spots"
"Cercospora vicoae","leaf spot","leaf_spots","leaf_spots"
"Cercospora victorialis","leaf spot","leaf_spots","leaf_spots"
"Cercospora vignigena","leaf spot","leaf_spots","leaf_spots"
"Cercospora viminei","leaf spot","leaf_spots","leaf_spots"
"Cercospora violae","leaf spot","leaf_spots","leaf_spots"
"Cercospora violamaculans","leaf spot","leaf_spots","leaf_spots"
"Cercospora virgaureae","leaf spot","leaf_spots","leaf_spots"
"Cercospora viticis","leaf spot","leaf_spots","leaf_spots"
"Cercospora viticis-quinatae","leaf spot","leaf_spots","leaf_spots"
"Cercospora vitis","leaf spot","leaf_spots","leaf_spots"
"Cercospora volkameriae","leaf spot","leaf_spots","leaf_spots"
"Cercospora vulpinae","leaf spot","leaf_spots","leaf_spots"
"Cercospora waltheriae","leaf spot","leaf_spots","leaf_spots"
"Cercospora wellesiana","leaf spot","leaf_spots","leaf_spots"
"Cercospora whalianensis","leaf spot","leaf_spots","leaf_spots"
"Cercospora whetzelii","leaf spot","leaf_spots","leaf_spots"
"Cercospora wildemanii","leaf spot","leaf_spots","leaf_spots"
"Cercospora wisconsinensis","leaf spot","leaf_spots","leaf_spots"
"Cercospora withaniae","leaf spot","leaf_spots","leaf_spots"
"Cercospora woodfordiae","leaf spot","leaf_spots","leaf_spots"
"Cercospora wulffiae","leaf spot","leaf_spots","leaf_spots"
"Cercospora xanthicola","leaf spot","leaf_spots","leaf_spots"
"Cercospora xanthiicola","leaf spot","leaf_spots","leaf_spots"
"Cercospora xanthoxyli","leaf spot","leaf_spots","leaf_spots"
"Cercospora xylopiae","leaf spot","leaf_spots","leaf_spots"
"Cercospora xyridis","leaf spot","leaf_spots","leaf_spots"
"Cercospora yakushimensis","leaf spot","leaf_spots","leaf_spots"
"Cercospora yuccae","leaf spot","leaf_spots","leaf_spots"
"Cercospora zanthoxyli","leaf spot","leaf_spots","leaf_spots"
"Cercospora zebrina","leaf spot","leaf_spots","leaf_spots"
"Cercospora zeina","leaf spot","leaf_spots","leaf_spots"
"Cercospora zelkovae","leaf spot","leaf_spots","leaf_spots"
"Cercospora zelkowae","leaf spot","leaf_spots","leaf_spots"
"Cercospora zingiberi","leaf spot","leaf_spots","leaf_spots"
"Cercospora zingiberis","leaf spot","leaf_spots","leaf_spots"
"Cercospora zinniae","leaf spot","leaf_spots","leaf_spots"
"Cercospora ziziae","leaf spot","leaf_spots","leaf_spots"
"Cercospora ziziphi","leaf spot","leaf_spots","leaf_spots"
"Cercospora ziziphicola","leaf spot","leaf_spots","leaf_spots"
"Cercospora zizyphi","leaf spot","leaf_spots","leaf_spots"
"Cercospora zizyphicola","leaf spot","leaf_spots","leaf_spots"
"Cercospora zonata","leaf spot","leaf_spots","leaf_spots"
"Cercosporella acanthi","leaf spot","leaf_spots","leaf_spots"
"Cercosporella achilleae","leaf spot","leaf_spots","leaf_spots"
"Cercosporella acroptili","leaf spot","leaf_spots","leaf_spots"
"Cercosporella adoxae","leaf spot","leaf_spots","leaf_spots"
"Cercosporella ambrosiae-artemisiifoliae","leaf spot","leaf_spots","leaf_spots"
"Cercosporella anamirtae","leaf spot","leaf_spots","leaf_spots"
"Cercosporella angustana","leaf spot","leaf_spots","leaf_spots"
"Cercosporella antiaridis","leaf spot","leaf_spots","leaf_spots"
"Cercosporella apocyni","leaf spot","leaf_spots","leaf_spots"
"Cercosporella aronicicola","leaf spot","leaf_spots","leaf_spots"
"Cercosporella boehmeriae","leaf spot","leaf_spots","leaf_spots"
"Cercosporella bromivora","leaf spot","leaf_spots","leaf_spots"
"Cercosporella californica","leaf spot","leaf_spots","leaf_spots"
"Cercosporella caryigena","leaf spot","leaf_spots","leaf_spots"
"Cercosporella catenulata","leaf spot","leaf_spots","leaf_spots"
"Cercosporella celtidis","leaf spot","leaf_spots","leaf_spots"
"Cercosporella centaureicola","leaf spot","leaf_spots","leaf_spots"
"Cercosporella chalcanthi","leaf spot","leaf_spots","leaf_spots"
"Cercosporella chionea","leaf spot","leaf_spots","leaf_spots"
"Cercosporella coronillae","leaf spot","leaf_spots","leaf_spots"
"Cercosporella crataevae","leaf spot","leaf_spots","leaf_spots"
"Cercosporella cryptosporae","leaf spot","leaf_spots","leaf_spots"
"Cercosporella cytisi","leaf spot","leaf_spots","leaf_spots"
"Cercosporella dioscoreophylli","leaf spot","leaf_spots","leaf_spots"
"Cercosporella dolichandrae","leaf spot","leaf_spots","leaf_spots"
"Cercosporella eleonorae-reginae","leaf spot","leaf_spots","leaf_spots"
"Cercosporella equiseti","leaf spot","leaf_spots","leaf_spots"
"Cercosporella euonymi","leaf spot","leaf_spots","leaf_spots"
"Cercosporella eupatorii","leaf spot","leaf_spots","leaf_spots"
"Cercosporella exilis","leaf spot","leaf_spots","leaf_spots"
"Cercosporella filicis-feminae","leaf spot","leaf_spots","leaf_spots"
"Cercosporella filiformis","leaf spot","leaf_spots","leaf_spots"
"Cercosporella fraxini","leaf spot","leaf_spots","leaf_spots"
"Cercosporella helianthellae","leaf spot","leaf_spots","leaf_spots"
"Cercosporella heterospora","leaf spot","leaf_spots","leaf_spots"
"Cercosporella hieracii","leaf spot","leaf_spots","leaf_spots"
"Cercosporella holci","leaf spot","leaf_spots","leaf_spots"
"Cercosporella juglandis","leaf spot","leaf_spots","leaf_spots"
"Cercosporella justiciae","leaf spot","leaf_spots","leaf_spots"
"Cercosporella karelii","leaf spot","leaf_spots","leaf_spots"
"Cercosporella koelpiniae","leaf spot","leaf_spots","leaf_spots"
"Cercosporella leptosperma","leaf spot","leaf_spots","leaf_spots"
"Cercosporella leucaenae","leaf spot","leaf_spots","leaf_spots"
"Cercosporella lewisii","leaf spot","leaf_spots","leaf_spots"
"Cercosporella linariae","leaf spot","leaf_spots","leaf_spots"
"Cercosporella lindaviana","leaf spot","leaf_spots","leaf_spots"
"Cercosporella macularis","leaf spot","leaf_spots","leaf_spots"
"Cercosporella magnusiana","leaf spot","leaf_spots","leaf_spots"
"Cercosporella narcissi","leaf spot","leaf_spots","leaf_spots"
"Cercosporella nicolai","leaf spot","leaf_spots","leaf_spots"
"Cercosporella nivea","leaf spot","leaf_spots","leaf_spots"
"Cercosporella nivosa","leaf spot","leaf_spots","leaf_spots"
"Cercosporella pastinacae","leaf spot","leaf_spots","leaf_spots"
"Cercosporella pfaffiae","leaf spot","leaf_spots","leaf_spots"
"Cercosporella piri","leaf spot","leaf_spots","leaf_spots"
"Cercosporella pirina","leaf spot","leaf_spots","leaf_spots"
"Cercosporella poagena","leaf spot","leaf_spots","leaf_spots"
"Cercosporella polygoni","leaf spot","leaf_spots","leaf_spots"
"Cercosporella pontederiae","leaf spot","leaf_spots","leaf_spots"
"Cercosporella potentillae","leaf spot","leaf_spots","leaf_spots"
"Cercosporella primulae","leaf spot","leaf_spots","leaf_spots"
"Cercosporella prolificans","leaf spot","leaf_spots","leaf_spots"
"Cercosporella pseudoidium","leaf spot","leaf_spots","leaf_spots"
"Cercosporella ptarmicae","leaf spot","leaf_spots","leaf_spots"
"Cercosporella pycnanthemi","leaf spot","leaf_spots","leaf_spots"
"Cercosporella pyri","leaf spot","leaf_spots","leaf_spots"
"Cercosporella pyrina","leaf spot","leaf_spots","leaf_spots"
"Cercosporella rhaetica","leaf spot","leaf_spots","leaf_spots"
"Cercosporella rosea","leaf spot","leaf_spots","leaf_spots"
"Cercosporella rottboelliae","leaf spot","leaf_spots","leaf_spots"
"Cercosporella salviae","leaf spot","leaf_spots","leaf_spots"
"Cercosporella saxifragae","leaf spot","leaf_spots","leaf_spots"
"Cercosporella scirpi","leaf spot","leaf_spots","leaf_spots"
"Cercosporella scorzonerae","leaf spot","leaf_spots","leaf_spots"
"Cercosporella septorioides","leaf spot","leaf_spots","leaf_spots"
"Cercosporella smyrnii","leaf spot","leaf_spots","leaf_spots"
"Cercosporella solenanthi","leaf spot","leaf_spots","leaf_spots"
"Cercosporella sterculiae","leaf spot","leaf_spots","leaf_spots"
"Cercosporella sublineolata","leaf spot","leaf_spots","leaf_spots"
"Cercosporella telosmae","leaf spot","leaf_spots","leaf_spots"
"Cercosporella tephrosiae","leaf spot","leaf_spots","leaf_spots"
"Cercosporella thunbergiae","leaf spot","leaf_spots","leaf_spots"
"Cercosporella thunbergii","leaf spot","leaf_spots","leaf_spots"
"Cercosporella tinosporae","leaf spot","leaf_spots","leaf_spots"
"Cercosporella torrendii","leaf spot","leaf_spots","leaf_spots"
"Cercosporella toxicodendri","leaf spot","leaf_spots","leaf_spots"
"Cercosporella triboutiana","leaf spot","leaf_spots","leaf_spots"
"Cercosporella trichophila","leaf spot","leaf_spots","leaf_spots"
"Cercosporella ugandensis","leaf spot","leaf_spots","leaf_spots"
"Cercosporella uredinophila","leaf spot","leaf_spots","leaf_spots"
"Cercosporella valerianae","leaf spot","leaf_spots","leaf_spots"
"Cercosporella veratri","leaf spot","leaf_spots","leaf_spots"
"Cercosporella virgaureae","leaf spot","leaf_spots","leaf_spots"
"Cercosporella yadavii","leaf spot","leaf_spots","leaf_spots"
"Cercosporidium bellynckii","leaf spot","leaf_spots","leaf_spots"
"Cercosporidium bolleanum","leaf spot","leaf_spots","leaf_spots"
"Cercosporidium californicum","leaf spot","leaf_spots","leaf_spots"
"Cercosporidium campi-silii","leaf spot","leaf_spots","leaf_spots"
"Cercosporidium dalbergiicola","leaf spot","leaf_spots","leaf_spots"
"Cercosporidium diervillae","leaf spot","leaf_spots","leaf_spots"
"Cercosporidium dubium","leaf spot","leaf_spots","leaf_spots"
"Cercosporidium galii","leaf spot","leaf_spots","leaf_spots"
"Cercosporidium henningsii","leaf spot","leaf_spots","leaf_spots"
"Cercosporidium leucaenae","leaf spot","leaf_spots","leaf_spots"
"Cercosporidium miurae","leaf spot","leaf_spots","leaf_spots"
"Cercosporidium paridis","leaf spot","leaf_spots","leaf_spots"
"Cercosporidium personatum","leaf spot","leaf_spots","leaf_spots"
"Cercosporidium psidii","leaf spot","leaf_spots","leaf_spots"
"Cercosporidium pulchellum","leaf spot","leaf_spots","leaf_spots"
"Cercosporina adusta","leaf spot","leaf_spots","leaf_spots"
"Cercosporina aleuritidis","leaf spot","leaf_spots","leaf_spots"
"Cercosporina aleuritis","leaf spot","leaf_spots","leaf_spots"
"Cercosporina ammanniae","leaf spot","leaf_spots","leaf_spots"
"Cercosporina apii","leaf spot","leaf_spots","leaf_spots"
"Cercosporina aricola","leaf spot","leaf_spots","leaf_spots"
"Cercosporina averrhoae","leaf spot","leaf_spots","leaf_spots"
"Cercosporina barringtoniae","leaf spot","leaf_spots","leaf_spots"
"Cercosporina beticola","leaf spot","leaf_spots","leaf_spots"
"Cercosporina boringuensis","leaf spot","leaf_spots","leaf_spots"
"Cercosporina bradburyae","leaf spot","leaf_spots","leaf_spots"
"Cercosporina byrsonimatis","leaf spot","leaf_spots","leaf_spots"
"Cercosporina camptosori","leaf spot","leaf_spots","leaf_spots"
"Cercosporina capitati","leaf spot","leaf_spots","leaf_spots"
"Cercosporina caracallae","leaf spot","leaf_spots","leaf_spots"
"Cercosporina chevalieri","leaf spot","leaf_spots","leaf_spots"
"Cercosporina cydoniae","leaf spot","leaf_spots","leaf_spots"
"Cercosporina daturicola","leaf spot","leaf_spots","leaf_spots"
"Cercosporina elaeagni","leaf spot","leaf_spots","leaf_spots"
"Cercosporina elongata","leaf spot","leaf_spots","leaf_spots"
"Cercosporina eriobotryae","leaf spot","leaf_spots","leaf_spots"
"Cercosporina erythrinicola","leaf spot","leaf_spots","leaf_spots"
"Cercosporina eustomatis","leaf spot","leaf_spots","leaf_spots"
"Cercosporina ficina","leaf spot","leaf_spots","leaf_spots"
"Cercosporina fingens","leaf spot","leaf_spots","leaf_spots"
"Cercosporina fukushiana","leaf spot","leaf_spots","leaf_spots"
"Cercosporina glycyrrhizae-echinatae","leaf spot","leaf_spots","leaf_spots"
"Cercosporina grandissima","leaf spot","leaf_spots","leaf_spots"
"Cercosporina guanicensis","leaf spot","leaf_spots","leaf_spots"
"Cercosporina helenii","leaf spot","leaf_spots","leaf_spots"
"Cercosporina helicteris","leaf spot","leaf_spots","leaf_spots"
"Cercosporina ilicicola","leaf spot","leaf_spots","leaf_spots"
"Cercosporina instabilis","leaf spot","leaf_spots","leaf_spots"
"Cercosporina insulana","leaf spot","leaf_spots","leaf_spots"
"Cercosporina jatrophicola","leaf spot","leaf_spots","leaf_spots"
"Cercosporina juncicola","leaf spot","leaf_spots","leaf_spots"
"Cercosporina lythracearum","leaf spot","leaf_spots","leaf_spots"
"Cercosporina marmorata","leaf spot","leaf_spots","leaf_spots"
"Cercosporina marrubii","leaf spot","leaf_spots","leaf_spots"
"Cercosporina mate","leaf spot","leaf_spots","leaf_spots"
"Cercosporina montenegrina","leaf spot","leaf_spots","leaf_spots"
"Cercosporina namae","leaf spot","leaf_spots","leaf_spots"
"Cercosporina occidentalis","leaf spot","leaf_spots","leaf_spots"
"Cercosporina occidentalis var. cassiocarpa","leaf spot","leaf_spots","leaf_spots"
"Cercosporina olivascens","leaf spot","leaf_spots","leaf_spots"
"Cercosporina pachyderma","leaf spot","leaf_spots","leaf_spots"
"Cercosporina pantoleuca","leaf spot","leaf_spots","leaf_spots"
"Cercosporina petuniae","leaf spot","leaf_spots","leaf_spots"
"Cercosporina physalidis","leaf spot","leaf_spots","leaf_spots"
"Cercosporina piaropi","leaf spot","leaf_spots","leaf_spots"
"Cercosporina populicola","leaf spot","leaf_spots","leaf_spots"
"Cercosporina pulcherrimae","leaf spot","leaf_spots","leaf_spots"
"Cercosporina rhynacanthi","leaf spot","leaf_spots","leaf_spots"
"Cercosporina ricinella","leaf spot","leaf_spots","leaf_spots"
"Cercosporina sancti-marini","leaf spot","leaf_spots","leaf_spots"
"Cercosporina sphaerellae-eugeniae","leaf spot","leaf_spots","leaf_spots"
"Cercosporina subsessilis","leaf spot","leaf_spots","leaf_spots"
"Cercosporina taccae","leaf spot","leaf_spots","leaf_spots"
"Cercosporina tetragoniae","leaf spot","leaf_spots","leaf_spots"
"Cercosporina vexans","leaf spot","leaf_spots","leaf_spots"
"Cercosporina xanthiicola","leaf spot","leaf_spots","leaf_spots"
"Cercosporina zebrina","leaf spot","leaf_spots","leaf_spots"
"Cercosporiopsis araliae","leaf spot","leaf_spots","leaf_spots"
"Cercosporiopsis menispermi","leaf spot","leaf_spots","leaf_spots"
"Cercosporiopsis miurai","leaf spot","leaf_spots","leaf_spots"
"Cercosporiopsis profusa","leaf spot","leaf_spots","leaf_spots"
"Cercosporiopsis vitis","leaf spot","leaf_spots","leaf_spots"
"Cercostigmina concentrica","leaf spot","leaf_spots","leaf_spots"
"Cercostigmina curta","leaf spot","leaf_spots","leaf_spots"
"Cercostigmina heteromelis","leaf spot","leaf_spots","leaf_spots"
"Cercostigmina liebenbergii","leaf spot","leaf_spots","leaf_spots"
"Cercostigmina protearum","leaf spot","leaf_spots","leaf_spots"
"Cercostigmina ribicola","leaf spot","leaf_spots","leaf_spots"
"Cercostigmina theae","leaf spot","leaf_spots","leaf_spots"
"Cercostigmina thermopsidis","leaf spot","leaf_spots","leaf_spots"
"Cercostigmina tinea","leaf spot","leaf_spots","leaf_spots"
"Chaetomella cinnamomea","leaf spot","leaf_spots","leaf_spots"
"Chaetotrichum lupini","leaf spot","leaf_spots","leaf_spots"
"Chaetotrichum trichophilum","leaf spot","leaf_spots","leaf_spots"
"Chrysocrypta corymbiae","leaf spot","leaf_spots","leaf_spots"
"Cibiessia dimorphospora","leaf spot","leaf_spots","leaf_spots"
"Cibiessia nontingens","leaf spot","leaf_spots","leaf_spots"
"Cladophialophora hostae","leaf spot","leaf_spots","leaf_spots"
"Cladophialophora scillae","leaf spot","leaf_spots","leaf_spots"
"Cladosporium asperistipitatum","leaf spot","leaf_spots","leaf_spots"
"Cladosporium bellynckii","leaf spot","leaf_spots","leaf_spots"
"Cladosporium brevipes","leaf spot","leaf_spots","leaf_spots"
"Cladosporium caraganae","leaf spot","leaf_spots","leaf_spots"
"Cladosporium caryigenum var. carpinum","leaf spot","leaf_spots","leaf_spots"
"Cladosporium chasmanthicola","leaf spot","leaf_spots","leaf_spots"
"Cladosporium colocasiae","leaf spot","leaf_spots","leaf_spots"
"Cladosporium effusum","leaf spot","leaf_spots","leaf_spots"
"Cladosporium foliorum","leaf spot","leaf_spots","leaf_spots"
"Cladosporium hippocrateae","leaf spot","leaf_spots","leaf_spots"
"Cladosporium humile","leaf spot","leaf_spots","leaf_spots"
"Cladosporium levieri","leaf spot","leaf_spots","leaf_spots"
"Cladosporium lonicericola","leaf spot","leaf_spots","leaf_spots"
"Cladosporium lythri","leaf spot","leaf_spots","leaf_spots"
"Cladosporium maculicola","leaf spot","leaf_spots","leaf_spots"
"Cladosporium martianoffianum","leaf spot","leaf_spots","leaf_spots"
"Cladosporium mitragynae","leaf spot","leaf_spots","leaf_spots"
"Cladosporium personatum","leaf spot","leaf_spots","leaf_spots"
"Cladosporium rhododendri","leaf spot","leaf_spots","leaf_spots"
"Cladosporium rutae","leaf spot","leaf_spots","leaf_spots"
"Cladosporium scillae","leaf spot","leaf_spots","leaf_spots"
"Cladosporium scribnerianum","leaf spot","leaf_spots","leaf_spots"
"Cladosporium subsessile","leaf spot","leaf_spots","leaf_spots"
"Cladosporium subuliforme","leaf spot","leaf_spots","leaf_spots"
"Cladosporium variabile","leaf spot","leaf_spots","leaf_spots"
"Cladosporium victorialis","leaf spot","leaf_spots","leaf_spots"
"Cladosporium vincae","leaf spot","leaf_spots","leaf_spots"
"Cladosporium vincicola","leaf spot","leaf_spots","leaf_spots"
"Cladosporium vitis","leaf spot","leaf_spots","leaf_spots"
"Clarohilum henningsii","leaf spot","leaf_spots","leaf_spots"
"Clasterosporium degenerans","leaf spot","leaf_spots","leaf_spots"
"Clasterosporium mori","leaf spot","leaf_spots","leaf_spots"
"Clypeopycnis lepidospermatis","leaf spot","leaf_spots","leaf_spots"
"Clypeosphaerella quasiparkii","leaf spot","leaf_spots","leaf_spots"
"Clypeosphaerella sticheri","leaf spot","leaf_spots","leaf_spots"
"Coccodiella miconiae","leaf spot","leaf_spots","leaf_spots"
"Coccostroma miconiae","leaf spot","leaf_spots","leaf_spots"
"Cochliobolus australiensis","leaf spot","leaf_spots","leaf_spots"
"Cochliobolus cymbopogonis","leaf spot","leaf_spots","leaf_spots"
"Cochliobolus tuberculatus","leaf spot","leaf_spots","leaf_spots"
"Coleophoma coptospermatis","leaf spot","leaf_spots","leaf_spots"
"Coleophoma eucalyptorum","leaf spot","leaf_spots","leaf_spots"
"Coleophoma paracylindrospora","leaf spot","leaf_spots","leaf_spots"
"Coleophoma parafusiformis","leaf spot","leaf_spots","leaf_spots"
"Colletogloeopsis blakelyi","leaf spot","leaf_spots","leaf_spots"
"Colletogloeopsis considenianae","leaf spot","leaf_spots","leaf_spots"
"Colletogloeopsis stellenboschiana","leaf spot","leaf_spots","leaf_spots"
"Colletotrichum dracaenae","leaf spot","leaf_spots","leaf_spots"
"Colletotrichum indonesiense","leaf spot","leaf_spots","leaf_spots"
"Colletotrichum jasminigenum","leaf spot","leaf_spots","leaf_spots"
"Colletotrichum ledebouriae","leaf spot","leaf_spots","leaf_spots"
"Colletotrichum ocimi","leaf spot","leaf_spots","leaf_spots"
"Colletotrichum orchidophilum","leaf spot","leaf_spots","leaf_spots"
"Colletotrichum paxtonii","leaf spot","leaf_spots","leaf_spots"
"Colletotrichum petchii","leaf spot","leaf_spots","leaf_spots"
"Colletotrichum piperis","leaf spot","leaf_spots","leaf_spots"
"Colletotrichum sublineola","leaf spot","leaf_spots","leaf_spots"
"Colletotrichum sublineolum","leaf spot","leaf_spots","leaf_spots"
"Colletotrichum wuxiense","leaf spot","leaf_spots","leaf_spots"
"Coniella hibisci","leaf spot","leaf_spots","leaf_spots"
"Coniella javanica","leaf spot","leaf_spots","leaf_spots"
"Coniosporium phaeospermum","leaf spot","leaf_spots","leaf_spots"
"Coniothyrium callistum","leaf spot","leaf_spots","leaf_spots"
"Coniothyrium eucalypticola","leaf spot","leaf_spots","leaf_spots"
"Coniothyrium hakeae","leaf spot","leaf_spots","leaf_spots"
"Coniothyrium leucospermi","leaf spot","leaf_spots","leaf_spots"
"Coniothyrium ovatum","leaf spot","leaf_spots","leaf_spots"
"Coniozyma leucospermi","leaf spot","leaf_spots","leaf_spots"
"Coremiopassalora eucalypti","leaf spot","leaf_spots","leaf_spots"
"Corynespora annonacea","leaf spot","leaf_spots","leaf_spots"
"Corynespora celastri","leaf spot","leaf_spots","leaf_spots"
"Corynespora clerodendrigena","leaf spot","leaf_spots","leaf_spots"
"Corynespora ficigena","leaf spot","leaf_spots","leaf_spots"
"Corynespora holopteleicola","leaf spot","leaf_spots","leaf_spots"
"Corynespora pogostemonicola","leaf spot","leaf_spots","leaf_spots"
"Crocysporium rubellum","leaf spot","leaf_spots","leaf_spots"
"Cryptostictis discosioides","leaf spot","leaf_spots","leaf_spots"
"Cryptostictis falcata","leaf spot","leaf_spots","leaf_spots"
"Curvularia beasleyi","leaf spot","leaf_spots","leaf_spots"
"Curvularia chiangmaiensis","leaf spot","leaf_spots","leaf_spots"
"Curvularia coicis","leaf spot","leaf_spots","leaf_spots"
"Curvularia colbranii","leaf spot","leaf_spots","leaf_spots"
"Curvularia dactyloctenicola","leaf spot","leaf_spots","leaf_spots"
"Curvularia intermedia","leaf spot","leaf_spots","leaf_spots"
"Curvularia martyniicola","leaf spot","leaf_spots","leaf_spots"
"Curvularia micropus","leaf spot","leaf_spots","leaf_spots"
