"taxon","simplified_disease","simplified_disease_1","simplified_disease_2"
"Pleospora tritici-repentis","yellow leaf spot of cereals,grasses, leaf blight","yellow_leaf_spots_of_cereals grasses leaf_blight","leaf_spot blights"
"Pyrenophora tritici-repentis","yellow leaf spot of cereals,grasses, leaf blight","yellow_leaf_spots_of_cereals grasses leaf_blight","leaf_spot blights"
"Alternaria carthami","leaf spot,blight","leaf_spots blight","leaf_spots blights"
"Alternaria tagetica","leaf spot, blight","leaf_spots blight","leaf_spots blights"
"Alternaria triticina","leaf spot, blight","leaf_spots blight","leaf_spots blights"
"Ascochyta syringae","leaf spot, blight","leaf_spots blight","leaf_spots blights"
"Curvularia microspora","leaf spot, blight","leaf_spots blight","leaf_spots blights"
"Alternaria cassiae","leaf spot,blight, seedling blight","leaf_spots blight seedling_blight","leaf_spots blights"
"Alternaria hibiscinficiens","leaf spot,blight, seedling blight","leaf_spots blight seedling_blight","leaf_spots blights"
"Alternaria sauropodis","leaf spot,blight, seedling blight","leaf_spots blight seedling_blight","leaf_spots blights"
"Alternaria dianthicola","leaf spot, flower blight","leaf_spots flower_blight","leaf_spots blights"
"Ascochyta zeicola","leaf spot, foliar blight","leaf_spots foliar_blight","leaf_spots blights"
"Cercospora demetriana","leaf spot, foliar blight","leaf_spots foliar_blight","leaf_spots blights"
"Cercospora demetrioniana","leaf spot, foliar blight","leaf_spots foliar_blight","leaf_spots blights"
"Septoria bothriospermi","leaf spot, leaf blight","leaf_spots leaf_blight","leaf_spots blights"
"Phyllosticta hymenocallidicola","leaf spot, leaf tip blight","leaf_spots leaf_tip_blight","leaf_spots blights"
"Curvularia clavata","leaf spot, seed blight","leaf_spots seed_blight","leaf_spots blights"
"Acremonium crotocinigenum","leaf spot/blight","leaf_spots blight","leaf_spots blights"
"Cephalosporium crotocinigenum","leaf spot/blight","leaf_spots blight","leaf_spots blights"
"Cercospora calopogonii","leaf spot/blight","leaf_spots blight","leaf_spots blights"
"Cercospora cocculi","leaf spot/blight","leaf_spots blight","leaf_spots blights"
"Cercospora macarangae","leaf spot/blight","leaf_spots blight","leaf_spots blights"
"Cercospora meibomiae","leaf spot/blight","leaf_spots blight","leaf_spots blights"
"Coleophoma proteae","leaf spot/blight","leaf_spots blight","leaf_spots blights"
"Corynespora titarpaniensis","leaf spot/blight","leaf_spots blight","leaf_spots blights"
"Neodidymelliopsis longicolla","leaf spot/blight","leaf_spots blight","leaf_spots blights"
"Pseudocercospora calopogonii","leaf spot/blight","leaf_spots blight","leaf_spots blights"
"Pseudocercospora cocculi","leaf spot/blight","leaf_spots blight","leaf_spots blights"
"Pseudocercospora macarangae","leaf spot/blight","leaf_spots blight","leaf_spots blights"
"Pseudocercospora meibomiae","leaf spot/blight","leaf_spots blight","leaf_spots blights"
"Teratosphaeria pseudoeucalypti","leaf spot/blight","leaf_spots blight","leaf_spots blights"
"Trichothecium crotocinigenum","leaf spot/blight","leaf_spots blight","leaf_spots blights"
"Corynespora cassiicola","leaf spot/blight, target spot","leaf_spots blight target_spot","leaf_spots blights"
"Helminthosporium cassiaecola","leaf spot/blight, target spot","leaf_spots blight target_spot","leaf_spots blights"
"Helminthosporium cassiicola","leaf spot/blight, target spot","leaf_spots blight target_spot","leaf_spots blights"
"Pestalotia mangiferae","leaf spot/blight.  gray leaf spot of mango","leaf_spots blight.__gray_leaf_spots_of_mango","leaf_spots blights"
"Pestalotiopsis mangiferae","leaf spot/blight.  gray leaf spot of mango","leaf_spots blight.__gray_leaf_spots_of_mango","leaf_spots blights"
"Calonectria multiseptata","leaf spots, blight","leaf_spots blight","leaf_spots blights"
"Cladosporium oxysporum","leaf spot, blight, defoliation","leaf_spots blight defoliation","leaf_spots blights defoliation"
"Botryosphaeria vaccinii","leaf spot. blast or blight of flowers,young fruits; early rot of fruits in storage","leaf_spots._blast_or_blight_of_flowers young_fruits _early_rot_of_fruits_in_storage","leaf_spots blights post_harvest_disease"
"Guignardia vaccinii","leaf spot. blast or blight of flowers,young fruits; early rot of fruits in storage","leaf_spots._blast_or_blight_of_flowers young_fruits _early_rot_of_fruits_in_storage","leaf_spots blights post_harvest_disease"
"Phyllosticta vaccinii","leaf spot. blast or blight of flowers,young fruits; early rot of fruits in storage","leaf_spots._blast_or_blight_of_flowers young_fruits _early_rot_of_fruits_in_storage","leaf_spots blights post_harvest_disease"
"Phyllostictina vaccinii","leaf spot. blast or blight of flowers,young fruits; early rot of fruits in storage","leaf_spots._blast_or_blight_of_flowers young_fruits _early_rot_of_fruits_in_storage","leaf_spots blights post_harvest_disease"
"Calonectria pseudomexicana","leaf spot, leaf blight, root rot","leaf_spots leaf_blight root_rot","leaf_spots blights rots"
"Calonectria tunisiana","leaf spot, leaf blight, root rot","leaf_spots leaf_blight root_rot","leaf_spots blights rots"
"Cochliobolus nodulosus","leaf spot, seedling blight, foot rot, sooty inflorescences","leaf_spots seedling_blight foot_rot sooty_inflorescences","leaf_spots blights rots"
"Aureobasidium prunicola","leaf spot, twig blight, brown rot, mummy fruit","leaf_spots twig_blight brown_rot mummy_fruit","leaf_spots blights rots"
"Gloeosporium prunicola","leaf spot, twig blight, brown rot, mummy fruit","leaf_spots twig_blight brown_rot mummy_fruit","leaf_spots blights rots"
"Kabatiella prunicola","leaf spot, twig blight, brown rot, mummy fruit","leaf_spots twig_blight brown_rot mummy_fruit","leaf_spots blights rots"
"Microstroma prunicola","leaf spot, twig blight, brown rot, mummy fruit","leaf_spots twig_blight brown_rot mummy_fruit","leaf_spots blights rots"
"Bipolaris sorokiniana","leat spot, seedling blight,,root rot","leat_spot seedling_blight  root_rot","leaf_spots blights rots"
"Cochliobolus sativus","leat spot, seedling blight,,root rot","leat_spot seedling_blight  root_rot","leaf_spots blights rots"
"Drechslera sorokiniana","leat spot, seedling blight,,root rot","leat_spot seedling_blight  root_rot","leaf_spots blights rots"
"Helminthosporium sorokinianum","leat spot, seedling blight,,root rot","leat_spot seedling_blight  root_rot","leaf_spots blights rots"
"Ophiobolus sativus","leat spot, seedling blight,,root rot","leat_spot seedling_blight  root_rot","leaf_spots blights rots"
"Cladosporium tenuissimum","leaf spot, flower blight; also saprobic,hyperparasitic to rust fungi","leaf_spots flower_blight _also_saprobic hyperparasitic_to_rust_fungi","leaf_spots blights saprobic"
"Cladosporium cladosporioides","leaf spot,blight, flower blight, scab, sooty mold; also saprobic,hyperparasitic","leaf_spots blight flower_blight scab sooty_mold _also_saprobic hyperparasitic","leaf_spots blights scab molds saprobic"
"Hormodendrum cladosporioides","leaf spot,blight, flower blight, scab, sooty mold; also saprobic,hyperparasitic","leaf_spots blight flower_blight scab sooty_mold _also_saprobic hyperparasitic","leaf_spots blights scab molds saprobic"
"Penicillium cladosporioides","leaf spot,blight, flower blight, scab, sooty mold; also saprobic,hyperparasitic","leaf_spots blight flower_blight scab sooty_mold _also_saprobic hyperparasitic","leaf_spots blights scab molds saprobic"
"Alternaria cucumerina","leaf,fruit blight,spot","leaf_blight fruit_blight spot","leaf_spots fruit_spots blights"
"Alternaria cucumerina var. cyamopsidis","leaf,fruit blight,spot","leaf_blight fruit_blight spot","leaf_spots fruit_spots blights"
"Alternaria loofahae","leaf,fruit blight,spot","leaf_blight fruit_blight spot","leaf_spots fruit_spots blights"
"Macrosporium cucumerinum","leaf,fruit blight,spot","leaf_blight fruit_blight spot","leaf_spots fruit_spots blights"
"Botrytis fabae","chocolate leaf spot, grey mould, shoot blight","chocolate_leaf_spots grey_mould shoot_blight","leaf_spots molds blights"
"Bipolaris halodes","leaf spot,foot rot of wheat,other grasses, blight, damping-off, rots","leaf_spots foot_rot_of_wheat other_grasses blight damping-off rots","leaf_spots rots blights damping-off"
"Bipolaris rostrata","leaf spot,foot rot of wheat,other grasses, blight, damping-off, rots","leaf_spots foot_rot_of_wheat other_grasses blight damping-off rots","leaf_spots rots blights damping-off"
"Drechslera halodes","leaf spot,foot rot of wheat,other grasses, blight, damping-off, rots","leaf_spots foot_rot_of_wheat other_grasses blight damping-off rots","leaf_spots rots blights damping-off"
"Drechslera rostrata","leaf spot,foot rot of wheat,other grasses, blight, damping-off, rots","leaf_spots foot_rot_of_wheat other_grasses blight damping-off rots","leaf_spots rots blights damping-off"
"Exserohilum halodes","leaf spot,foot rot of wheat,other grasses, blight, damping-off, rots","leaf_spots foot_rot_of_wheat other_grasses blight damping-off rots","leaf_spots rots blights damping-off"
"Exserohilum longirostratum","leaf spot,foot rot of wheat,other grasses, blight, damping-off, rots","leaf_spots foot_rot_of_wheat other_grasses blight damping-off rots","leaf_spots rots blights damping-off"
"Exserohilum macginnisii","leaf spot,foot rot of wheat,other grasses, blight, damping-off, rots","leaf_spots foot_rot_of_wheat other_grasses blight damping-off rots","leaf_spots rots blights damping-off"
"Exserohilum mcginnisii","leaf spot,foot rot of wheat,other grasses, blight, damping-off, rots","leaf_spots foot_rot_of_wheat other_grasses blight damping-off rots","leaf_spots rots blights damping-off"
"Exserohilum rostratum","leaf spot,foot rot of wheat,other grasses, blight, damping-off, rots","leaf_spots foot_rot_of_wheat other_grasses blight damping-off rots","leaf_spots rots blights damping-off"
"Helminthosporium halodes","leaf spot,foot rot of wheat,other grasses, blight, damping-off, rots","leaf_spots foot_rot_of_wheat other_grasses blight damping-off rots","leaf_spots rots blights damping-off"
"Helminthosporium longirostratum","leaf spot,foot rot of wheat,other grasses, blight, damping-off, rots","leaf_spots foot_rot_of_wheat other_grasses blight damping-off rots","leaf_spots rots blights damping-off"
"Helminthosporium rostratum","leaf spot,foot rot of wheat,other grasses, blight, damping-off, rots","leaf_spots foot_rot_of_wheat other_grasses blight damping-off rots","leaf_spots rots blights damping-off"
"Luttrellia rostrata","leaf spot,foot rot of wheat,other grasses, blight, damping-off, rots","leaf_spots foot_rot_of_wheat other_grasses blight damping-off rots","leaf_spots rots blights damping-off"
"Setosphaeria prolata","leaf spot,foot rot of wheat,other grasses, blight, damping-off, rots","leaf_spots foot_rot_of_wheat other_grasses blight damping-off rots","leaf_spots rots blights damping-off"
"Setosphaeria rostrata","leaf spot,foot rot of wheat,other grasses, blight, damping-off, rots","leaf_spots foot_rot_of_wheat other_grasses blight damping-off rots","leaf_spots rots blights damping-off"
"Curvularia inaequalis","seed mold, leaf blight","seed_mold leaf_blight","molds blights"
"Helminthosporium inaequale","seed mold, leaf blight","seed_mold leaf_blight","molds blights"
"Passalora juniperina","needle cast, twig blight","needle_cast twig_blight","needle_casts blights"
"Lophodermium macci","needle cast/bligght","needle_cast bligght","needle_casts blights"
"Stemphylium botryosum","black mold rot, leaf blight, purple spot disease of asparagus","black_mold_rot leaf_blight purple_spot_disease_of_asparagus","rots blights"
"Stemphylium botryosum var. botrytis","black mold rot, leaf blight, purple spot disease of asparagus","black_mold_rot leaf_blight purple_spot_disease_of_asparagus","rots blights"
"Stemphylium botryosum var. ulocladium","black mold rot, leaf blight, purple spot disease of asparagus","black_mold_rot leaf_blight purple_spot_disease_of_asparagus","rots blights"
"Diaporthe capsici","black rot, pod blight","black_rot pod_blight","rots blights"
"Phomopsis caricae-papayae","fruit,stem rot, leaf blight","fruit stem_rot leaf_blight","rots blights"
"Remotididymella destructiva","fruit rot, leaf,stem blight","fruit_rot leaf_blight stem_blight","rots blights"
"Ceratobasidium ramicola","root rot, thread blight","root_rot thread_blight","rots blights"
"Diaporthe kochmanii","seed decay, stem,pod blight","seed_decay stem_blight pod_blight","rots blights"
"Diplodia maydis","stalk rot, white ear rot,,seedling blight of maize","stalk_rot white_ear_rot  seedling_blight_of_maize","rots blights"
"Macrodiplodia zeae var. macrospora","stalk rot, white ear rot,,seedling blight of maize","stalk_rot white_ear_rot  seedling_blight_of_maize","rots blights"
"Sphaeria maydis","stalk rot, white ear rot,,seedling blight of maize","stalk_rot white_ear_rot  seedling_blight_of_maize","rots blights"
"Sphaeria zeae","stalk rot, white ear rot,,seedling blight of maize","stalk_rot white_ear_rot  seedling_blight_of_maize","rots blights"
"Stenocarpella maydis","stalk rot, white ear rot,,seedling blight of maize","stalk_rot white_ear_rot  seedling_blight_of_maize","rots blights"
"Macrophoma phaseolina","charcoal rot, ashy stem blight,  damping-off, root,color diseases","charcoal_rot ashy_stem_blight damping-off root color_diseases","rots blights damping-off"
"Macrophomina phaseolina","charcoal rot, ashy stem blight,  damping-off, root,color diseases","charcoal_rot ashy_stem_blight damping-off root color_diseases","rots blights damping-off"
"Tiarosporella phaseolina","charcoal rot, ashy stem blight,  damping-off, root,color diseases","charcoal_rot ashy_stem_blight damping-off root color_diseases","rots blights damping-off"
"Calonectria canadensis","root rot, leaf blight, defoliation","root_rot leaf_blight defoliation","rots blights defoliation"
"Calonectria canadiana","root rot, leaf blight, defoliation","root_rot leaf_blight defoliation","rots blights defoliation"
"Cylindrocladium canadense","root rot, leaf blight, defoliation","root_rot leaf_blight defoliation","rots blights defoliation"
"Puccinia nakanishikii","rust/leaf blight","rust leaf_blight","rusts blights"
"Cladosporium cucumerinum","causing cucumber gummosis or scab,crown blight","causing_cucumber_gummosis_or_scab crown_blight","scab blights"
"Didymella festucae","stem eye spot, leaf blight","stem_eye_spot leaf_blight","spots blights"
"Didymosphaeria festucae","stem eye spot, leaf blight","stem_eye_spot leaf_blight","spots blights"
"Colletotrichum sidae","stem spot, seedling blight","stem_spot seedling_blight","spots blights"
"Cochliobolus setariae","spots,blights, defoliation","spots blights defoliation","spots blights defoliation"
"Ophiobolus setariae","spots,blights, defoliation","spots blights defoliation","spots blights defoliation"
"Bipolaris oryzae","brown spot, leaf spot,seedling blight","brown_spot leaf_spots seedling_blight","spots leaf_spots blights"
"Cochliobolus miyabeanus","brown spot, leaf spot,seedling blight","brown_spot leaf_spots seedling_blight","spots leaf_spots blights"
"Drechslera oryzae","brown spot, leaf spot,seedling blight","brown_spot leaf_spots seedling_blight","spots leaf_spots blights"
"Helminthosporium oryzae","brown spot, leaf spot,seedling blight","brown_spot leaf_spots seedling_blight","spots leaf_spots blights"
"Luttrellia oryzae","brown spot, leaf spot,seedling blight","brown_spot leaf_spots seedling_blight","spots leaf_spots blights"
"Ophiobolus miyabeanus","brown spot, leaf spot,seedling blight","brown_spot leaf_spots seedling_blight","spots leaf_spots blights"
"Ascochyta pinodes","spots, rots, blights","spots rots blights","spots rots blights"
"Didymella pinodes","spots, rots, blights","spots rots blights","spots rots blights"
"Didymellina pinodes","spots, rots, blights","spots rots blights","spots rots blights"
"Mycosphaerella pinodes","spots, rots, blights","spots rots blights","spots rots blights"
"Peyronellaea pinodes","spots, rots, blights","spots rots blights","spots rots blights"
"Sphaerella pinodes","spots, rots, blights","spots rots blights","spots rots blights"
"Sphaeria pinodes","spots, rots, blights","spots rots blights","spots rots blights"
"Sclerotinia sclerotiorum","sclerotinia disease, sclerotinia wilt, sclerotinia rot, stem blight, head rot","sclerotinia_disease sclerotinia_wilt sclerotinia_rot stem_blight head_rot","wilts rots blights"
"Fusarium vasinfectum","vascular wilt of cotton.  root decay, seedling blight, wilt","vascular_wilt_of_cotton.__root_decay seedling_blight wilt","wilts rots blights"
"Phaeoacremonium italicum","wilt, decline, blight","wilt decline blight","wilts rots blights"
