"text_entry","spec","spore_type","measure_orig","Dim1","Dim2","Dim3"
"azygospores are formed is sepia, reverse Ochraceous-Orange; sporangiophores weak and soon limp, up to 10 (-15) µm","Mucor azygospora_421631_15800","azygospores","10 (-15)",12.5,NA,NA
"azygospores Ochraceous-Tawny, while the lower portion where the azygospores are formed is sepia, reverse Ochraceous-Orange; sporangiophores weak and soon limp, up to 10 (-15) µm","Mucor azygospora_421631_15801","azygospores","10 (-15)",12.5,NA,NA
"azygospores are formed is sepia, reverse Ochraceous-Orange; sporangiophores weak and soon limp, up to 10 (-15) µm","Mucor azygospora_421631_15801","azygospores","10 (-15)",12.5,NA,NA
"zygospores (CBS 106.09 x CBS 365.68 on PDA., at 20°C) black, globose to slightly compressed, up to 93 x 85 (110 x 108) µm,","Mucor corticolus_421633_7897","zygospores","93 x 85 (110 x 108)",93,97.5,108
"(azygospores may be present); suspensors equal or unequal (i.e.: one suspensor swollen) up to 30 µm","Mucor corticolus_421633_7897","(azygospores","30",30,NA,NA
"zygospores [CBS 205.68 (=) x CBS 232.29 (-) on PDA at 25°C] globose or nearly so, up to 70 µm","Mucor janseni_421639_14984","zygospores","70",70,NA,NA
"zygospores 41-83.5(94) µm","Mycocladus corymbifera_421691_423","zygospores","41-83.5(94)",83.5,NA,NA
"Zygospores short-ellipsoidal between suspensors, 60-100-45-80 µm,","Mycocladus corymbifera_421691_11404","Zygospores","60-100-45-80",72.5,NA,NA
"Zygospores (fide Ellis & Hesseltine, 1966, p. 68) heterothallic, 41-83,5 (-94) µm","Mycocladus corymbifera_421691_13935","Zygospores","41-83,5 (-94)",83.5,NA,NA
"Zygospores (compiled from Ellis & Hesseltine, 1966 and Nottebrock, Scholer & Wall, 1974) borne in the aerial mycelium, globose to slightly compressed, 41-94 µm","Mycocladus corymbifera_421691_14820","Zygospores","41-94",67.5,NA,NA
"zygospores 50-80 µm","Mycocladus ramosa_421692_422","zygospores","50-80",65,NA,NA
"Zygospores (fide Ellis & Hesseltine 1966, p. 62) heterothallic, 50-80 (rarely up to 85,5 x 102,5) µm","Mycocladus ramosa_421692_13936","Zygospores","85,5 x 102,5)",85.5,102.5,NA
"zygospores (?), spherical, smooth, hyaline, 14-24 µm","Entomophthora pyralidarum_258048_47442","zygospores","14-24",19,NA,NA
"zygospores 70-175 µm","Mucor sexualis_58711_142","zygospores","70-175",122.5,NA,NA
"zygospores formed typically between branches of same filament and the filament extended beyond as a sterile projection cut off by a septum; zygophores to 16 µm","Mucor sexualis_58711_142","zygospores","16",16,NA,NA
"azygospores sometimes seen, brown to black, 60-100 µm;","Mucor sexualis_58711_142","azygospores","60-100",80,NA,NA
"Zygospores (70-) 80-180 µm","Mucor sexualis_58711_14824","Zygospores","(70-) 80-180",80,NA,NA
"Azygospores sometimes seen, 60-100 µm","Mucor sexualis_58711_14824","Azygospores","60-100",80,NA,NA
"Zygospores rare, biconical, (46-)52(-58) x (5.5-)6(-8) µm,","Smittium culesitae_423448_53114","Zygospores","(46-)52(-58) x (5.5-)6(-8)",52,6,NA
"Zygospores rare, biconical, (46-) 52 (-58) x (5.5-) 6(-8) µm,","Smittium culesitae_423448_53115","Zygospores","(46-) 52 (-58) x (5.5-) 6(-8)",52,6,NA
"zygospores 18-36 µm","Gongronella butleri_12139_7557","zygospores","18-36",27,NA,NA
"Zygospores 17-34 µm","Gongronella butleri_12139_18584","Zygospores","17-34",25.5,NA,NA
"Zygospores formed at or below the surface of the medium, 40-80 µm","Choanephora trispora_3145_405","Zygospores","40-80",60,NA,NA
"Zygospores developed from the conjugation of two usually short undifferentiated hyphal branches, globose, nearly colorless, thick-walled, smooth, 27-44 µm","Coemansia aciculifera_5832_34439","Zygospores","27-44",35.5,NA,NA
"zygospores unknown. Influence of temperature: at 40 and 37°C slow submerged growth, no sporulation; at 30-10°C growth and sporulation; at 5°C hardly any growth. Optimal development at 30-25°C; at lower temperatures occurence of recurved sporangiophores in young cultures is more frequent than at higher temperatures. Influence of light: colonies grown in darkness are paler and sporulation is retarded. Influence of medium: on beerwort agar + 20% saccharose at 20°C pigmentation is more marked, sporulation more abundant and the sporangiospores larger (11.8-25.6 x 6.7-14.8 µm).","Mucor odoratus_16408_15799","zygospores","(11.8-25.6 x 6.7-14.8",18.7,10.75,NA
"zygospores 70-175 µm","Rhizopus sexualis_46666_142","zygospores","70-175",122.5,NA,NA
"zygospores formed typically between branches of same filament and the filament extended beyond as a sterile projection cut off by a septum; zygophores to 16 µm","Rhizopus sexualis_46666_142","zygospores","16",16,NA,NA
"azygospores sometimes seen, brown to black, 60-100 µm;","Rhizopus sexualis_46666_142","azygospores","60-100",80,NA,NA
"Zygospores (70-) 80-180 µm","Rhizopus sexualis_46666_14824","Zygospores","(70-) 80-180",80,NA,NA
"Azygospores sometimes seen, 60-100 µm","Rhizopus sexualis_46666_14824","Azygospores","60-100",80,NA,NA
"zygospores up to 38 µm.","Absidia parricida_174884_7565","zygospores","38",38,NA,NA
"zygospores up to 38 µm.","Absidia parricida_90_7565","zygospores","38",38,NA,NA
"Zygospores are unknown. A. harzii (Berl. & De Toni) Rosenberg 1959 was allegedly distinguished by its larger sporangia but falls within the range of variation of A. elegans. Primary sporangia mostly 60-80 µm,","Actinomucor elegans_678_13834","Zygospores","60-80",70,NA,NA
"Zygospores formed at or below the surface of the medium, 60-100 µm","Blakeslea circinans_32373_412","Zygospores","60-100",80,NA,NA
"zygospores  formed at or below the surface of the medium, dark reddish-brown to almost black, with large central oil droplet, oval to globose, 40-90 µm","Blakeslea circinans_32373_429","zygospores","40-90",65,NA,NA
"Zygospores formed at or below the surface of the medium, 60-100 µm","Choanephora circinans_40011_412","Zygospores","60-100",80,NA,NA
"zygospores  formed at or below the surface of the medium, dark reddish-brown to almost black, with large central oil droplet, oval to globose, 40-90 µm","Choanephora circinans_40011_429","zygospores","40-90",65,NA,NA
"Zygospores developed from the conjugation of a short undifferentiated branch with a vegetative hypha and formed by the enlargement of a cell delimited in the sexual branch, globose, nearly colorless, thick-walled, smooth, 35-62 µm,","Coemansia mojavensis_5840_34443","Zygospores","35-62",48.5,NA,NA
"zygospores globose, slightly compressed between suspensors, brownish, becoming dark brown, 40-70(-80) µm","Cunninghamella homothallica_7243_281","zygospores","40-70(-80)",70,NA,NA
"Zygospores globose to subglobose, (42-) 54 (-80 x(40-) 52 (-70) µm,","Mortierella elongata_15941_18586","Zygospores","(42-) 54 (-80 x(40-) 52 (-70)",54,52,NA
"Zygospores naked, globose to subglobose, (42-) 54 (-80) x (40-) 52 (-70) µm,","Mortierella mutabilis_16069_18589","Zygospores","(42-) 54 (-80) x (40-) 52 (-70)",54,52,NA
"zygospores homothallic, formed at a short distance above the substrate on zygophores which are shorter than the sporangiophores, black, globose or nearly so, roughened by broad projections which are often brushlike in outline, up to 80 x 77 µm","Mucor bacilliformis_16221_15766","zygospores","80 x 77",80,77,NA
"zygospores borne near the substrate upon zygophores, nearly spherical, brown to brownish black, containing several large oil droplets, 35-72 µm,","Mucor bacilliformis_16221_47548","zygospores","35-72",53.5,NA,NA
"zygospores (CBS 196.71 (-) x CBS 195.71 (+) on PDA at 25°C) mainly produced in the upper portion of the colony, sometimes in a ladder-1ike fashion, globose, compressed between suspensors, up to 160 x 125 µm,","Mucor recurvus_46608_15787","zygospores","160 x 125",160,125,NA
"zygospores up to 18 µm","Mucor recurvus_46608_15787","zygospores","18",18,NA,NA
"zygospores formed on the aerial mycelium between equal, opposed, appendiculate suspensors. Suspensor appendages 4-11  in number, branched, equally developed on both suspensors, loosely investing the zygospore. Zygospores smooth-walled, light brown to nearly colorless, 42-89  µm","Radiomyces spectabilis_23780_7572","zygospores","42-89",65.5,NA,NA
"Zygospores smooth-walled, light brown to nearly colorless, 42-89  µm","Radiomyces spectabilis_23780_7572","Zygospores","42-89",65.5,NA,NA
"Zygospores formed on the substratum on creeping mycelial threads about 14 µm","Rhizopodopsis javensis_58735_287","Zygospores","14",14,NA,NA
"Zygospores subglobose, at first pale colored afterwards opaque black; wall with coarse conical warts; 122-210 µm","Rhizopodopsis javensis_58735_287","Zygospores","; 122-210",166,NA,NA
"Zygospores not common, produced in old collapsed colonies on the hosts and on the surrounding leaf surface to which the insects are attached; globose, occasionally ventrally somewhat appressed, black, ornamented with irregular warts, 50-75 µm","Sporodiniella umbellata_26074_40477","Zygospores","50-75",62.5,NA,NA
"Zygospores not common, produced in old collapsed colonies on the hosts and on the surrounding leaf surface to which the insects are attached ; globose, occasionally ventrally somewhat appressed, black, ornamented with irregular warts, 50-75 µm","Sporodiniella umbellata_26074_47550","Zygospores","50-75",62.5,NA,NA
"Zygospores not common, produced in old collapsed colonies on the hosts and on the surrounding leaf surface to which the insects are attached; globose, occasionally ventrally somewhat appressed, black, ornamented with irregular warts, 50-75 µm","Sporodiniella umbellata_269873_40477","Zygospores","50-75",62.5,NA,NA
"Zygospores not common, produced in old collapsed colonies on the hosts and on the surrounding leaf surface to which the insects are attached ; globose, occasionally ventrally somewhat appressed, black, ornamented with irregular warts, 50-75 µm","Sporodiniella umbellata_269873_47550","Zygospores","50-75",62.5,NA,NA
"Zygospores globose to subglobose, (35-)40-55(-60) µm","Thamnidium anomalum_26979_34594","Zygospores","(35-)40-55(-60)",47.5,NA,NA
"Zygospores unknown. Chlamydospores present, variously shaped, up to 45 µm","Actinomortierella wolfii_184283_14829","Zygospores","45",45,NA,NA
"Zygospores globose to subglobose, 35-55 µm","Backusella ctenidia_2977_34589","Zygospores","35-55",45,NA,NA
"Zygospores globose to subglobose, (35-)40-70(-85) µm","Backusella lamprospora_2980_34587","Zygospores","(35-)40-70(-85)",55,NA,NA
"Zygospores formed in great numbers between opposed progametangia arising from aerial hyphae near the surface of the substrate; zygospores globose, black, coarsely roughened with conical, blunt, rounded, or pointed projections 5-10 µm","Benjaminia poitrasii_182762_213","Zygospores","5-10",7.5,NA,NA
"zygospores globose, black, coarsely roughened with conical, blunt, rounded, or pointed projections 5-10 µm","Benjaminia poitrasii_182762_213","zygospores","5-10",7.5,NA,NA
"Zygospores numerous, globose (24-28) to ovoid (28-32) x (12-)16-20 µm","Siepmannia lariceti_457787_26159","Zygospores","(28-32) x (12-)16-20",30,16,NA
"zygospores developed from the conjugation of a short undifferentiated branch with a vegetative hypha and formed by the enlargement of a cell delimited in the sexual branch, globose, nearly colorless, thick-walled, smooth, about 36 µm","Coemansia nantahalensis_5842_23168","zygospores","36",36,NA,NA
"Zygospores globose to subglobose, (35-)40-60(-80) µm","Dichotomocladium elegans_8363_35334","Zygospores","(35-)40-60(-80)",50,NA,NA
"Zygospores globose to subglobose, (40-)50-70(-85) µm","Dichotomocladium robustum_8366_34604","Zygospores","(40-)50-70(-85)",60,NA,NA
"Zygospores globose to subglobose, (35-)40-55(-60) µm","Ellisomyces anomalus_9281_34594","Zygospores","(35-)40-55(-60)",47.5,NA,NA
"Zygospores 45-55 x 57-63 µm,","Endogone flammicorona_179826_40384","Zygospores","45-55 x 57-63",50,60,NA
"Zygospores formed on mating compatible strains on malt extract agar at 25-30°C, formed on aerial hyphae by fusion of equal gametangia, globose to subglobose, 38-66 µm","Fennellomyces heterothallicus_34794_190","Zygospores","38-66",52,NA,NA
"Zygospores were obtained by Kuhlman (1972) after mating between compatible strains; zygospores smooth and thick-walled, 43-56 µm","Mortierella beljakovae_15889_23452","Zygospores","43-56",49.5,NA,NA
"zygospores smooth and thick-walled, 43-56 µm","Mortierella beljakovae_15889_23452","zygospores","43-56",49.5,NA,NA
"Zygospores hyaline, globose to subglobose, (34-)46(-62) µm","Mortierella humilis_16005_23259","Zygospores","(34-)46(-62)",46,NA,NA
"Zygospores formed in a dense line between mated colonies in the agar or on the surface, globose to subglobose, smooth and thin walled. (28-)34 x 34(-46) µm,","Mortierella indohii_16020_23261","Zygospores",". (28-)34 x 34(-46)",31,40,NA
"zygospores smooth and thick-walled, 50-55 µm","Mortierella kuhlmanii_16041_23430","zygospores","50-55",52.5,NA,NA
"zygospores are unknown.  A comparison of sporangium formation in Gamsiella multidivaricata (Benjamin 1978) and Lobosporangium transversale demonstrates that the early stages of fertile-branch formation are similar. Each fertile branch of Lobosporangium appears to be shorter than those of Gamsiella because the sporangia of L. transversale are much longer than the sporangia and pedicels of G. multidivaricata (230-400 µm","Mortierella multidivaricata_16067_17773","zygospores","(230-400",315,NA,NA
"zygospores (CBS 763.74 (+) x CBS 185.77 (-) on beerwort agar at 25°C) in the aerial mycelium, most abundant in the lower part of the colony, black, globose to slightly compressed, up to 70 x 60 µm,","Mucor amphibiorum_16209_15783","zygospores","70 x 60",70,60,NA
"Zygospores borne between opposed suspensors, globose to slightly compressed, up to 70 x 60 µm,","Mucor amphibiorum_16209_18591","Zygospores","70 x 60",70,60,NA
"azygospores abundant, produced terminally and subterminally, sometimes one or more on the same swollen end (suspensor) of a simple or branched azygophore; azygophores up to 600 µm","Mucor ardhlaengiktus_16215_420","azygospores","600",600,NA,NA
"azygospores globose or subglobose, orange brown to brownish-black, 28-77 µm","Mucor ardhlaengiktus_16215_420","azygospores","28-77",52.5,NA,NA
"zygospores unknown. Influence of temperature: at 37°C no growth; at 30°C poor growth; at 25-5°C growth and sporulation, at 25-20°C optimal development, at 5°C very slow. At 5°C repeatedly sympodial short branches develop with small, often sterile sporangia and a long apical branch with a fertile sporangium. Influence of light: insignificant. Influence of medium: on beerwort agar + 20% saccharose at 20°C the sporangiospores were subglobose, 10.8-13.5 µm","Mucor tuberculisporus_16507_15791","zygospores","10.8-13.5",12.15,NA,NA
"Zygospores formed in great numbers between opposed progametangia arising from aerial hyphae near the surface of the substrate; zygospores globose, black, coarsely roughened with conical, blunt, rounded, or pointed projections 5-10 µm","Mycotypha poitrasii_182763_213","Zygospores","5-10",7.5,NA,NA
"zygospores globose, black, coarsely roughened with conical, blunt, rounded, or pointed projections 5-10 µm","Mycotypha poitrasii_182763_213","zygospores","5-10",7.5,NA,NA
"Zygospores formed in large numbers between opposed progametangia arising from aerial hyphae at all levels above the substrate. Suspensors becoming appendiculate; appendages 5-7 on each suspensor, branched, loosely investing the zygospores, light brown, slender, acuminate, the longest main axes reaching as much as 225 µm","Radiomycopsis embreei_185129_215","Zygospores","225",225,NA,NA
"Zygospores smooth, light brown, (35-)40-62(-68) µm","Radiomycopsis embreei_185129_215","Zygospores","(35-)40-62(-68)",51,NA,NA
"Zygospores (18,5-) 30-50 µm","Rhizomucor miehei_24309_14827","Zygospores","(18,5-) 30-50",30,NA,NA
"zygospores (homothallic) formed in the aerial mycelium, globose to slightly compressed, up to 50 µm,","Rhizomucor miehei_24309_15804","zygospores","50",50,NA,NA
"Zygospores homothallic, globose to slightly flattened at the sides, black, 55-75 µm","Rhizomucor pusillus_24314_13940","Zygospores","55-75",65,NA,NA
"Zygospores 45-63 (-70) µm","Rhizomucor pusillus_24314_14826","Zygospores","45-63 (-70)",63,NA,NA
"zygospores (CBS 253.53 (+) x CBS 354.68 (-) on beerwort agar at 30°C) formed in the aerial mycelium, globose to slightly compressed, up to 70 x 63 µm,","Rhizomucor pusillus_24314_15805","zygospores","70 x 63",70,63,NA
"Zygospores on YpD (50-)55-75(-85) µm","Thamnostylum nigricans_26992_34494","Zygospores","(50-)55-75(-85)",65,NA,NA
"Zygospores on MEYE globose to subglobose, 70-175 µm","Thamnostylum piriforme_26995_34492","Zygospores","70-175",122.5,NA,NA
"Zygospores (50-)70-100(-125) µm","Thamnostylum repens_27005_34495","Zygospores","(50-)70-100(-125)",85,NA,NA
"zygospores homothallic, borne near the substrate, reddish brown when young, later dark brown, smooth, up to 57 x 51 µm,","Thermomucor indicae-seudaticae_27075_192","zygospores","57 x 51",57,51,NA
"Zygospores arising from opposed gametangia, globose, brown, smooth, 41-55 µm","Thermomucor indicae-seudaticae_27075_196","Zygospores","41-55",48,NA,NA
"zygospores of Mexican specimens had a rounded base, with remnants of the zygosporophore still attached; zygosporophores 20-26 x 12-17 µm,","Zygopolaris ephemeridarum_182025_25867","zygospores","20-26 x 12-17",23,14.5,NA
"zygospores 40-90 µm,","Absidia anomala_9_7560","zygospores","40-90",65,NA,NA
"zygospores 90-110 µm","Absidia californica_18_324","zygospores","90-110",100,NA,NA
"zygospores formed in a series with the suspensors; suspensors unequal, parallel, rough, dark brown; smaller suspensor 15-20 µm","Absidia californica_18_324","zygospores","15-20",17.5,NA,NA
"zygospores unknown; chlamydospores 8-13 µm","Absidia pseudocylindrospora_92_135","zygospores","8-13",10.5,NA,NA
"zygospores unknown; substrate mycelium to 9 µm","Absidia psychrophilia_95_7567","zygospores","9",9,NA,NA
"zygospores unknown, presumably heterothallic; chlamydospores not seen; sucker-type mycelium present in great abundance in the substrate, thin-walled, very twisted and with short blunt branches from 1.5-4.5 µm","Absidia zychae_109_25918","zygospores","1.5-4.5",3,NA,NA
"Zygospores globose to subglobose, (35-)40-70(-80) µm","Backusella circina_2971_34590","Zygospores","(35-)40-70(-80)",55,NA,NA
"zygospores originating from the union or two contiguous cells either in mycelial hyphae or in primary spores, globose, 20-44 µm","Basidiobolus microsporus_3030_34291","zygospores","20-44",32,NA,NA
"Zygospores globose, (72-)89-112(-126), av. 100, µm","Circinella circinans_41094_34462","Zygospores",". 100,",100,NA,NA
"Zygospores formed in great numbers between opposed progametangia arising from aerial hyphae near the surface of the substrate; zygospores globose, black, coarsely roughened with conical, blunt, rounded, or pointed projections 5-10 µm","Cokeromyces poitrasii_33006_213","Zygospores","5-10",7.5,NA,NA
"zygospores globose, black, coarsely roughened with conical, blunt, rounded, or pointed projections 5-10 µm","Cokeromyces poitrasii_33006_213","zygospores","5-10",7.5,NA,NA
"Zygospores usually spherical to elongate, 15-25 µm","Conidiobolus incongruus_6189_11429","Zygospores","15-25",20,NA,NA
"zygospores developed from the conjugation of an undifferentiated hyphal branch with a vegetative hypha and formed by the enIargement of a cell developed in the sexual branch, colorless, thick-walled, globose but mostly subglobose, 31-42 µm","Dimargaris arida_183142_34427","zygospores","31-42",36.5,NA,NA
"zygospores (figs. 8, 9, 10) formed as a solid black line across the plate at juncture of two mating types, borne in air above substrate, never on or in substrate; zygospores 35-90 µm,","Gilbertella persicaria_46582_428","zygospores","35-90",62.5,NA,NA
"zygospores 35-90 µm,","Gilbertella persicaria_46582_428","zygospores","35-90",62.5,NA,NA
"Zygospores (fide Hesssltine, 1960) (35-) 70-80 (-90) µm","Gilbertella persicaria_46582_13938","Zygospores","1960) (35-) 70-80 (-90)",70,NA,NA
"zygospores occasionally a septum may occur, sometimes covered with crystals; heterothallic, zygophores 10-15 µm","Gilbertella persicaria_46582_13938","zygospores","10-15",12.5,NA,NA
"Zygospores on YpSs globose to subglobose, (42-) 52-78(-105) µm","Helicostylum lucknowense_12669_34493","Zygospores","(42-) 52-78(-105)",65,NA,NA
"zygospores 18-36 µm","Mortierella butleri_168903_7557","zygospores","18-36",27,NA,NA
"Zygospores 17-34 µm","Mortierella butleri_168903_18584","Zygospores","17-34",25.5,NA,NA
"Zygospores unknown. Chlamydospores present, variously shaped, up to 45 µm","Mortierella wolfii_16191_14829","Zygospores","45",45,NA,NA
"zygospores never formed; azygospores abundant, formed terminally on simple or branched azygophores, black subglobose, slightly flattened, 85-180 µm","Mucor azygosporus_16219_432","zygospores","85-180",132.5,NA,NA
"azygospores abundant, formed terminally on simple or branched azygophores, black subglobose, slightly flattened, 85-180 µm","Mucor azygosporus_16219_432","azygospores","85-180",132.5,NA,NA
"azygospores Ochraceous-Tawny, while the lower portion where the azygospores are formed is sepia, reverse Ochraceous-Orange; sporangiophores weak and soon limp, up to 10 (-15) µm","Mucor azygosporus_16219_15800","azygospores","10 (-15)",12.5,NA,NA
"azygospores are formed is sepia, reverse Ochraceous-Orange; sporangiophores weak and soon limp, up to 10 (-15) µm","Mucor azygosporus_16219_15800","azygospores","10 (-15)",12.5,NA,NA
"azygospores Ochraceous-Tawny, while the lower portion where the azygospores are formed is sepia, reverse Ochraceous-Orange; sporangiophores weak and soon limp, up to 10 (-15) µm","Mucor azygosporus_16219_15801","azygospores","10 (-15)",12.5,NA,NA
"azygospores are formed is sepia, reverse Ochraceous-Orange; sporangiophores weak and soon limp, up to 10 (-15) µm","Mucor azygosporus_16219_15801","azygospores","10 (-15)",12.5,NA,NA
"zygospores never formed; azygospores abundant, produced terminally and subterminally on simple or branched azygophores 0.1-1.5 cm in height; azygospores globose or subglobose, orangebrown to brownish-black, 30-120 µm","Mucor bainieri_16224_430","zygospores","30-120",75,NA,NA
"azygospores abundant, produced terminally and subterminally on simple or branched azygophores 0.1-1.5 cm in height; azygospores globose or subglobose, orangebrown to brownish-black, 30-120 µm","Mucor bainieri_16224_430","azygospores","30-120",75,NA,NA
"azygospores globose or subglobose, orangebrown to brownish-black, 30-120 µm","Mucor bainieri_16224_430","azygospores","30-120",75,NA,NA
"azygospores globose or sub-globose, up to 110 µm","Mucor bainieri_16224_14979","azygospores","110",110,NA,NA
"zygospores were described: very dark coloured, 80-90-136 x 150 µm,","Mucor falcatus_16282_236","zygospores","80-90-136 x 150",90,150,NA
"Zygospores (18,5-) 30-50 µm","Mucor miehei_24310_14827","Zygospores","(18,5-) 30-50",30,NA,NA
"zygospores (homothallic) formed in the aerial mycelium, globose to slightly compressed, up to 50 µm,","Mucor miehei_24310_15804","zygospores","50",50,NA,NA
"zygospores unknown. Influence of temperature: at 37°C no growth, at 30-15°C growth and sporulation, at 20-15°C rather slow, at 10°C growth restricted, or no growth, no sporulation; at 5°C no growth. Influence of light: cultures grown in darkness do not show any zonation.  Influence of medium: colonies on PDA are looser than those on beerwort agar.  Colonies on cherry agar are restricted and surrounded by sporangial colonies. CBS 721.76 differs from the type strain by having colonies up to 30 mm in height; sporangia at first pallid yellowish, later becoming black; sporangiophores mostly 6.8 x 4 µm","Mucor mousanensis_16391_15794","zygospores","6.8 x 4",6.8,4,NA
"Zygospores biconical, 85-90 x 15-17 µm,","Pennella grassei_184565_65167","Zygospores","85-90 x 15-17",87.5,16,NA
"Zygospores formed in large numbers between opposed progametangia arising from aerial hyphae at all levels above the substrate. Suspensors becoming appendiculate; appendages 5-7 on each suspensor, branched, loosely investing the zygospores, light brown, slender, acuminate, the longest main axes reaching as much as 225 µm","Radiomyces embreei_23775_215","Zygospores","225",225,NA,NA
"Zygospores smooth, light brown, (35-)40-62(-68) µm","Radiomyces embreei_23775_215","Zygospores","(35-)40-62(-68)",51,NA,NA
"zygospores 40-104 µm","Rhizopus homothallicus_24356_140","zygospores","40-104",72,NA,NA
"zygospores to 8 µm","Rhizopus homothallicus_24356_140","zygospores","8",8,NA,NA
"zygospores borne between a long bent suspensor and a very short one as in Zygorhynchus; large suspensor nearly globose next to the zygospore and abruptly tapering down to the narrow sometimes roughened portion of suspensor which varies from 4-10 µm","Rhizopus homothallicus_24356_140","zygospores","4-10",7,NA,NA
"zygospores (on YEA at 30°C) reddish brown, up to 125 µm","Rhizopus homothallicus_24356_7668","zygospores","125",125,NA,NA
"Zygospores formed on the substratum on creeping mycelial threads about 14 µm","Rhizopus javensis_177804_287","Zygospores","14",14,NA,NA
"Zygospores subglobose, at first pale colored afterwards opaque black; wall with coarse conical warts; 122-210 µm","Rhizopus javensis_177804_287","Zygospores","; 122-210",166,NA,NA
"Zygospores rare, biconical, (46-)52(-58) x (5.5-)6(-8) µm,","Smittium culisitae_38537_53114","Zygospores","(46-)52(-58) x (5.5-)6(-8)",52,6,NA
"Zygospores rare, biconical, (46-) 52 (-58) x (5.5-) 6(-8) µm,","Smittium culisitae_38537_53115","Zygospores","(46-) 52 (-58) x (5.5-) 6(-8)",52,6,NA
"Zygospores globose to subglobose, 35-55 µm","Thamnidium ctenidium_26981_34589","Zygospores","35-55",45,NA,NA
"Azygospores abundant. Short outgrowths are formed on the hyphae, which are broadening more or less funnellike near the tip, to give rise to a kind of suspensor. On the broad portion the azygospore is originating. Sometimes the suspensors are branching, each branch bearing 1-2 spores, or 2-3 spores are formed on one suspensor. Occasionally 2 or even 3 spores on a suspensor may fuse to form one irregular spore. In all cases 8-14 hyphae are growing out of the suspensor and are more or less surrounding the spores. In some cases those threads are straight instead of incurved. Azygopores globose, red-brown, the wall covered by rather flat pyramidal warts with fringed border; 70-107 µm","Absidia spinosa var. azygospora_58737_293","Azygospores","; 70-107",88.5,NA,NA
"zygospores [CBS 116.08 (-) x CBS 198.28 (+), on PDA at 25°C] globose, up to 80 µm","Mucor circinelloides f. griseocyanus_16253_14983","zygospores","80",80,NA,NA
"zygospores [CBS 205.68 (=) x CBS 232.29 (-) on PDA at 25°C] globose or nearly so, up to 70 µm","Mucor circinelloides f. janssenii_16260_14984","zygospores","70",70,NA,NA
"zygospores [CBS 108.17 (-) x CBS 277.49 (+), on beerwort agar at 25°C] globose to slightly compressed between suspensors, up to 115 x 105 µm,","Mucor circinelloides f. lusitanicus_16268_14982","zygospores","115 x 105",115,105,NA
"zygospores [CBS 205.68 (=) x CBS 232.29 (-) on PDA at 25°C] globose or nearly so, up to 70 µm","Mucor griseocyanus f. janssenii_16313_14984","zygospores","70",70,NA,NA
"zygospores (CBS 106.09 x CBS 365.68 on PDA., at 20°C) black, globose to slightly compressed, up to 93 x 85 (110 x 108) µm,","Mucor hiemalis f. corticola_16337_7897","zygospores","93 x 85 (110 x 108)",93,97.5,108
"(azygospores may be present); suspensors equal or unequal (i.e.: one suspensor swollen) up to 30 µm","Mucor hiemalis f. corticola_16337_7897","(azygospores","30",30,NA,NA
"zygospores (CBS 412.71 x CBS 250.35, on cherry agar at 10°C) up to 65 x 70 µm,","Mucor hiemalis f. silvaticus_16347_7899","zygospores","65 x 70",65,70,NA
"zygospores [CBS 115.08 (+) x CBS 238.35 (-) on cherry agar at 10°C] in the lower portion of the colony, on hyphae bearing both zygospores and sporangia, globose or nearly so, up to 90 µm","Mucor racemosus f. sphaerosporus_16464_14989","zygospores","90",90,NA,NA
"zygospores and sporangia, globose or nearly so, up to 90 µm","Mucor racemosus f. sphaerosporus_16464_14989","zygospores","90",90,NA,NA
"zygospores 26-62 µm","Absidia cylindrospora var. rhizomorpha_60_133","zygospores","26-62",44,NA,NA
"zygospores stellate, from 2-4 µm","Absidia cylindrospora var. rhizomorpha_60_133","zygospores","2-4",3,NA,NA
"zygospores showing through the agar; odor none or faint; sporangiophores to 16.5 µm","Rhizopus sexualis var. americanus_24438_143","zygospores","16.5",16.5,NA,NA
"zygospores variable in size, 60-235 µm","Rhizopus sexualis var. americanus_24438_143","zygospores","60-235",147.5,NA,NA
"zygospores borne on zygophores and surrounded with droplets of exudate, sometimes between branches of same zygophores, others between different zygophores; zygophores smooth, up to 15 µm","Rhizopus sexualis var. americanus_24438_143","zygospores","15",15,NA,NA
"Zygospores naked, globose to subglobose, (42-) 54 (-80) x (40-) 52 (-70) µm,","Mortierella spinosa var. mutabilis_268050_18589","Zygospores","(42-) 54 (-80) x (40-) 52 (-70)",54,52,NA
"zygospores 36-63 µm","Absidia cylindrospora var. nigra_57_7562","zygospores","36-63",49.5,NA,NA
"Zygospores (38,5-) 63,5-78 (-98,5) µm","Choanephora persicaria var. indica_187666_13939","Zygospores","(38,5-) 63,5-78 (-98,5)",70.75,NA,NA
"Zygospores (38,5-) 63,5-78 (-98,5) µm","Gilbertella persicaria var. indica_11597_13939","Zygospores","(38,5-) 63,5-78 (-98,5)",70.75,NA,NA
"Zygospores homothallic, reddish brown to dark brown, mostly inside an exudate droplet, up to 80 µm","Protomycocladus faisalabadensis_31161_274","Zygospores","80",80,NA,NA
"zygospores in the peninsular individuals, but zygospores measuring 40-53(-62) x 7-9 µm","Legeriomyces rarus_190875_18266","zygospores","40-53(-62) x 7-9",53,8,NA
"zygospores measuring 40-53(-62) x 7-9 µm","Legeriomyces rarus_190875_18266","zygospores","40-53(-62) x 7-9",53,8,NA
