"taxon","simplified_disease","simplified_disease_1","simplified_disease_2"
"Fusisporium solani","facultative pathogen casuing basal canker, wilt, bulb rot, pink root,root rot","facultative_pathogen_casuing_basal_canker wilt bulb_rot pink_root root_rot","cankers wilts rots"
"Irpex lacteus","decline, cankers, decay,,mortality of trees growing in sub-optimal conditions; normally saprobic","decline cankers decay  mortality_of_trees_growing_in_sub-optimal_conditions _normally_saprobic","decline cankers rots saprobic"
"Irpex lacteus subsp. sinuosus","decline, cankers, decay,,mortality of trees growing in sub-optimal conditions; normally saprobic","decline cankers decay  mortality_of_trees_growing_in_sub-optimal_conditions _normally_saprobic","decline cankers rots saprobic"
"Sistotrema lacteum","decline, cankers, decay,,mortality of trees growing in sub-optimal conditions; normally saprobic","decline cankers decay  mortality_of_trees_growing_in_sub-optimal_conditions _normally_saprobic","decline cankers rots saprobic"
"Botryosphaeria viticola","decline; dead spurs,cordon, trunk dieback due to canker formation","decline _dead_spurs cordon trunk_dieback_due_to_canker_formation","decline dieback cankers"
"Dothiorella viticola","decline; dead spurs,cordon, trunk dieback due to canker formation","decline _dead_spurs cordon trunk_dieback_due_to_canker_formation","decline dieback cankers"
"Spencermartinsia viticola","decline; dead spurs,cordon, trunk dieback due to canker formation","decline _dead_spurs cordon trunk_dieback_due_to_canker_formation","decline dieback cankers"
"Phacidiella coniferarum","blue sap-stain, dieback,canker","blue_sap-stain dieback canker","dieback cankers"
"Phacidium coniferarum","blue sap-stain, dieback,canker","blue_sap-stain dieback canker","dieback cankers"
"Potebniamyces coniferarum","blue sap-stain, dieback,canker","blue_sap-stain dieback canker","dieback cankers"
"Ascocalyx abietina","brunchorstia dieback of pines, canker","brunchorstia_dieback_of_pines canker","dieback cankers"
"Crumenula abietina","brunchorstia dieback of pines, canker","brunchorstia_dieback_of_pines canker","dieback cankers"
"Gremmeniella abietina","brunchorstia dieback of pines, canker","brunchorstia_dieback_of_pines canker","dieback cankers"
"Lagerbergia abietina","brunchorstia dieback of pines, canker","brunchorstia_dieback_of_pines canker","dieback cankers"
"Scleroderris abietina","brunchorstia dieback of pines, canker","brunchorstia_dieback_of_pines canker","dieback cankers"
"Cophinforma atrovirens","dieback, canker","dieback canker","dieback cankers"
"Cophinforma eucalypti","dieback, canker","dieback canker","dieback cankers"
"Diaporthe rostrata","dieback, canker","dieback canker","dieback cankers"
"Fusicoccum atrovirens","dieback, canker","dieback canker","dieback cankers"
"Juglanconis oblonga","dieback, canker","dieback canker","dieback cankers"
"Lasiodiplodia gilanensis","dieback, canker","dieback canker","dieback cankers"
"Neofusicoccum algeriense","dieback, canker","dieback canker","dieback cankers"
"Celoporthe dispersa","dieback, cankers","dieback cankers","dieback cankers"
"Cytospora rostrata","dieback, stem canker","dieback stem_canker","dieback cankers"
"Cryptosphaeria pullmanensis","dieback, wood discoloration, canker","dieback wood_discoloration canker","dieback cankers"
"Diplodia scrobiculata","weak pathogen, but sometimes causes branch dieback, cankers","weak_pathogen but_sometimes_causes_branch_dieback cankers","dieback cankers"
"Botryosphaeria ribis f. chromogena","dieback, canker, fruit rot","dieback canker fruit_rot","dieback cankers rots"
"Fusicoccum ribis","dieback, canker, fruit rot","dieback canker fruit_rot","dieback cankers rots"
"Neofusicoccum ribis","dieback, canker, fruit rot","dieback canker fruit_rot","dieback cankers rots"
"Camarosporidiella laburni","causes dieback,canker; also saprobic","causes_dieback canker _also_saprobic","dieback cankers saprobic"
"Albonectria rigidiuscula","a wound parasite of weakened trees. causes die-back,pod-spotting of theobroma cacao. also associated with cankers,die-back (booth 1964)","a_wound_parasite_of_weakened_trees._causes_die-back pod-spotting_of_theobroma_cacao._also_associated_with_cankers die-back_(booth_1964)","dieback fruit_spots cankers"
"Calonectria rigidiuscula","a wound parasite of weakened trees. causes die-back,pod-spotting of theobroma cacao. also associated with cankers,die-back (booth 1964)","a_wound_parasite_of_weakened_trees._causes_die-back pod-spotting_of_theobroma_cacao._also_associated_with_cankers die-back_(booth_1964)","dieback fruit_spots cankers"
"Nectria rigidiuscula","a wound parasite of weakened trees. causes die-back,pod-spotting of theobroma cacao. also associated with cankers,die-back (booth 1964)","a_wound_parasite_of_weakened_trees._causes_die-back pod-spotting_of_theobroma_cacao._also_associated_with_cankers die-back_(booth_1964)","dieback fruit_spots cankers"
"Neoscytalidium hyalinum","gummosis, dieback, branch wilt, decline, leaf spot, tip rot, canker","gummosis dieback branch_wilt decline leaf_spots tip_rot canker","dieback wilts decline leaf_spots rots cankers"
"Neofabraea alba","fruit spot, anthracnose, coin canker","fruit_spot anthracnose coin_canker","fruits_spots anthracnose cankers"
"Pezicula alba","fruit spot, anthracnose, coin canker","fruit_spot anthracnose coin_canker","fruits_spots anthracnose cankers"
"Davidiella populorum","leaf lesions, canker","leaf_lesions canker","leaf_lesions cankers"
"Mycosphaerella populorum","leaf lesions, canker","leaf_lesions canker","leaf_lesions cankers"
"Phyllosticta solitaria","leaf spot, fruit blotch,,twig canker","leaf_spots fruit_blotch  twig_canker","leaf_spots blotch_diseases cankers"
"Phyllostictina solitaria","leaf spot, fruit blotch,,twig canker","leaf_spots fruit_blotch  twig_canker","leaf_spots blotch_diseases cankers"
"Homortomyces combreti","leaf spot, canker","leaf_spots canker","leaf_spots cankers"
"Ascochyta gossypii","leaf spot, stem canker, wet weather blight","leaf_spots stem_canker wet_weather_blight","leaf_spots cankers blights"
"Phoma gossypiicola","leaf spot, stem canker, wet weather blight","leaf_spots stem_canker wet_weather_blight","leaf_spots cankers blights"
"Macrophoma viticola","leaf spot, infection of pruning wounds, cankers, dieback","leaf_spots infection_of_pruning_wounds cankers dieback","leaf_spots cankers dieback"
"Phoma viticola","leaf spot, infection of pruning wounds, cankers, dieback","leaf_spots infection_of_pruning_wounds cankers dieback","leaf_spots cankers dieback"
"Sphaeropsis viticola","leaf spot, infection of pruning wounds, cankers, dieback","leaf_spots infection_of_pruning_wounds cankers dieback","leaf_spots cankers dieback"
"Myrothecium roridum","leaf spot, cankers; boll, fruit, petiole,,root rots","leaf_spots cankers _boll fruit petiole  root_rots","leaf_spots cankers rots"
"Depazea meliloti","leaf spot, stem canker,,root rot","leaf_spots stem_canker  root_rot","leaf_spots cankers rots"
"Stagonospora meliloti","leaf spot, stem canker,,root rot","leaf_spots stem_canker  root_rot","leaf_spots cankers rots"
"Ansatospora acerina","leaf spots, cankers, rots","leaf_spots cankers rots","leaf_spots cankers rots"
"Centrospora acerina","leaf spots, cankers, rots","leaf_spots cankers rots","leaf_spots cankers rots"
"Cercospora acerina","leaf spots, cankers, rots","leaf_spots cankers rots","leaf_spots cankers rots"
"Cercospora ailanthi","leaf spots, cankers, rots","leaf_spots cankers rots","leaf_spots cankers rots"
"Cercospora daemonicola","leaf spots, cankers, rots","leaf_spots cankers rots","leaf_spots cankers rots"
"Cercosporella acerina","leaf spots, cankers, rots","leaf_spots cankers rots","leaf_spots cankers rots"
"Mycocentrospora acerina","leaf spots, cankers, rots","leaf_spots cankers rots","leaf_spots cankers rots"
"Sporidesmium acerinum","leaf spots, cankers, rots","leaf_spots cankers rots","leaf_spots cankers rots"
"Didymosphaeria bryoniae","leaf spot, stem canker, vine wilt, black fruit rot. (gummy stem blight)","leaf_spots stem_canker vine_wilt black_fruit_rot._(gummy_stem_blight)","leaf_spots cankers wilts rots blights"
"Sphaerella bryoniae","leaf spot, stem canker, vine wilt, black fruit rot. (gummy stem blight)","leaf_spots stem_canker vine_wilt black_fruit_rot._(gummy_stem_blight)","leaf_spots cankers wilts rots blights"
"Barriopsis fusca","leaf spot, stem dieback, black canker","leaf_spots stem_dieback black_canker","leaf_spots dieback cankers"
"Physalospora fusca","leaf spot, stem dieback, black canker","leaf_spots stem_dieback black_canker","leaf_spots dieback cankers"
"Pestalotia guepinii","grey leaf spot, petal rot, wilt, stem canker, twig dieback","grey_leaf_spots petal_rot wilt stem_canker twig_dieback","leaf_spots rots wilts cankers dieback"
"Pestalotiopsis guepinii","grey leaf spot, petal rot, wilt, stem canker, twig dieback","grey_leaf_spots petal_rot wilt stem_canker twig_dieback","leaf_spots rots wilts cankers dieback"
"Fomes everhartii","white heart rot, canker","white_heart_rot canker","rots canker"
"Mucronoporus everhartii","white heart rot, canker","white_heart_rot canker","rots canker"
"Phellinus everhartii","white heart rot, canker","white_heart_rot canker","rots canker"
"Pyropolyporus everhartii","white heart rot, canker","white_heart_rot canker","rots canker"
"Scindalma everhartii","white heart rot, canker","white_heart_rot canker","rots canker"
"Arambarria destruens","white heart-rot, canker","white_heart-rot canker","rots canker"
"Aurantiporus fissilis","white heart-rot, canker","white_heart-rot canker","rots canker"
"Polyporus fissilis","white heart-rot, canker","white_heart-rot canker","rots canker"
"Tyromyces fissilis","white heart-rot, canker","white_heart-rot canker","rots canker"
"Boletus hirsutus","heart rot.  cankers","heart_rot.__cankers","rots cankers"
"Boletus hispidus","heart rot.  cankers","heart_rot.__cankers","rots cankers"
"Hemidiscia hispida","heart rot.  cankers","heart_rot.__cankers","rots cankers"
"Inodermus hispidus","heart rot.  cankers","heart_rot.__cankers","rots cankers"
"Inonotus hispidus","heart rot.  cankers","heart_rot.__cankers","rots cankers"
"Phaeoporus hispidus","heart rot.  cankers","heart_rot.__cankers","rots cankers"
"Polyporus hispidus","heart rot.  cankers","heart_rot.__cankers","rots cankers"
"Polystictus hispidus","heart rot.  cankers","heart_rot.__cankers","rots cankers"
"Xanthochrous hispidus","heart rot.  cankers","heart_rot.__cankers","rots cankers"
"Diaporthe pseudomangiferae","inflorescence rot, rachis canker, flower abortion","inflorescence_rot rachis_canker flower_abortion","rots cankers"
"Diaporthe tulliensis","rot, canker","rot canker","rots cankers"
"Lasiodiplodia egyptiacae","stem end rot, fruit rot, canker, stunting, wood discoloration","stem_end_rot fruit_rot canker stunting wood_discoloration","rots cankers"
"Lasiodiplodia pseudotheobromae","stem end rot, fruit rot, canker, stunting, wood discoloration","stem_end_rot fruit_rot canker stunting wood_discoloration","rots cankers"
"Ceriomyces cubensis","wood decay,cankers","wood_decay cankers","rots cankers"
"Inonotus rickii","wood decay,cankers","wood_decay cankers","rots cankers"
"Phaeoporus rickii","wood decay,cankers","wood_decay cankers","rots cankers"
"Polyporus rickii","wood decay,cankers","wood_decay cankers","rots cankers"
"Ptychogaster cubensis","wood decay,cankers","wood_decay cankers","rots cankers"
"Xanthochrous rickii","wood decay,cankers","wood_decay cankers","rots cankers"
"Leptographium procerum","root rot, canker, decline","root_rot canker decline","rots cankers decline"
"Verticicladiella procera","root rot, canker, decline","root_rot canker decline","rots cankers decline"
"Calonectria pauciramosa","crown, cutting,,root rots, leaf spot, stem canker","crown cutting  root_rots leaf_spots stem_canker","rots leaf_spots cankers"
"Ciboria fructicola","brown fruit rot, wilt, blight, canker.   overwinters in mummified fruits","brown_fruit_rot wilt blight canker.___overwinters_in_mummified_fruits","rots wilts blights cankers"
"Monilinia fructicola","brown fruit rot, wilt, blight, canker.   overwinters in mummified fruits","brown_fruit_rot wilt blight canker.___overwinters_in_mummified_fruits","rots wilts blights cankers"
"Sclerotinia fructicola","brown fruit rot, wilt, blight, canker.   overwinters in mummified fruits","brown_fruit_rot wilt blight canker.___overwinters_in_mummified_fruits","rots wilts blights cankers"
"Sclerotinia fructigena","brown fruit rot, wilt, blight, canker.   overwinters in mummified fruits","brown_fruit_rot wilt blight canker.___overwinters_in_mummified_fruits","rots wilts blights cankers"
"Cronartium flaccidum","scotch pine blister rust; resin canker. heteroecious rust.  infection through foliage or stem wounds. listed by aphis as a regulated plant pest","scotch_pine_blister_rust _resin_canker._heteroecious_rust.__infection_through_foliage_or_stem_wounds._listed_by_aphis_as_a_regulated_plant_pest","rusts cankers"
"Monilinia laxa","wilt, blight, canker, brown fruit rot. overwinters in mummified fruits","wilt blight canker brown_fruit_rot._overwinters_in_mummified_fruits","wilts blights canker rots"
"Sclerotinia laxa","wilt, blight, canker, brown fruit rot. overwinters in mummified fruits","wilt blight canker brown_fruit_rot._overwinters_in_mummified_fruits","wilts blights canker rots"
"Ceratocystis fimbriata","gummosis, wilting, cankers, chlorosis, root rot, necrosis","gummosis wilting cankers chlorosis root_rot necrosis","wilts cankers rots"
"Ceratostomella fimbriata","gummosis, wilting, cankers, chlorosis, root rot, necrosis","gummosis wilting cankers chlorosis root_rot necrosis","wilts cankers rots"
"Endoconidiophora fimbriata","gummosis, wilting, cankers, chlorosis, root rot, necrosis","gummosis wilting cankers chlorosis root_rot necrosis","wilts cankers rots"
"Endoconidiophora fimbriata f. platani","gummosis, wilting, cankers, chlorosis, root rot, necrosis","gummosis wilting cankers chlorosis root_rot necrosis","wilts cankers rots"
"Ophiostoma fimbriatum","gummosis, wilting, cankers, chlorosis, root rot, necrosis","gummosis wilting cankers chlorosis root_rot necrosis","wilts cankers rots"
"Sphaeronaema fimbriatum","gummosis, wilting, cankers, chlorosis, root rot, necrosis","gummosis wilting cankers chlorosis root_rot necrosis","wilts cankers rots"
